,bs=1,bs=11,bs=21,bs=31,bs=41,bs=51,bs=61,bs=71,bs=81,bs=91
0,25.277935028076172,17.34077262878418,21.06715965270996,27.852008819580078,27.43073844909668,27.6993350982666,33.14300537109375,18.863561630249023,31.28629493713379,21.217185974121094
1,25.837865829467773,21.549367904663086,17.54767417907715,20.793415069580078,18.985294342041016,14.34697437286377,17.86270523071289,16.942279815673828,14.745570182800293,14.98709774017334
2,26.156538009643555,20.09541893005371,21.3988094329834,16.76260757446289,18.777973175048828,18.192731857299805,14.723413467407227,16.21544647216797,16.079008102416992,17.021432876586914
3,27.93706703186035,18.34795379638672,16.174299240112305,14.028035163879395,16.411706924438477,18.13813591003418,14.209342002868652,15.031455039978027,10.199289321899414,8.442506790161133
4,30.308141708374023,20.796356201171875,16.867633819580078,16.287641525268555,17.042724609375,14.665736198425293,14.216473579406738,9.751321792602539,7.869565010070801,3.20409893989563
5,19.385587692260742,21.077430725097656,15.8533296585083,18.94112205505371,14.83798885345459,12.541563987731934,9.589754104614258,5.068602085113525,1.025708794593811,0.0009075815905816853
6,28.644428253173828,19.50837516784668,17.501272201538086,15.451098442077637,12.745051383972168,12.145580291748047,4.50958776473999,0.7950937151908875,0.00025585611001588404,4.7943885874701664e-05
7,22.022117614746094,22.71097755432129,14.274225234985352,14.735361099243164,11.701269149780273,8.096308708190918,1.6521837711334229,4.8779522330733016e-05,0.0006289448938332498,9.133656931226142e-06
8,22.050029754638672,22.878503799438477,18.210880279541016,13.365954399108887,11.166519165039062,2.58957839012146,2.7103558750241064e-05,0.00019028608221560717,2.0403997041285038e-05,4.52618878625799e-05
9,25.74138832092285,19.554183959960938,17.63941764831543,14.81458568572998,7.358055114746094,0.5507804155349731,9.397555800205737e-07,0.0014110751217231154,7.781864042044617e-07,2.2105177777120844e-07
10,20.735675811767578,20.209857940673828,14.269386291503906,10.041879653930664,5.8730292320251465,0.00037462753243744373,0.0001538228680146858,4.348951279098401e-07,7.631169864907861e-07,9.425312600797042e-05
11,24.857948303222656,16.43438148498535,17.03267478942871,11.505952835083008,2.1320436000823975,0.00016702248831279576,1.6139125364134088e-05,0.0009958796435967088,0.0006810689228586853,0.00021158372692298144
12,24.858551025390625,18.224878311157227,13.076191902160645,9.702868461608887,0.34683364629745483,8.663628250360489e-05,0.00098576326854527,0.0003131450212094933,0.00022453848214354366,6.672762538073584e-05
13,17.96796417236328,16.76333999633789,14.955845832824707,5.720902919769287,0.00047003780491650105,0.00014248395746108145,2.4016344468691386e-06,1.4767348147870507e-05,0.0002413472393527627,6.478658178821206e-07
14,21.018836975097656,17.242591857910156,10.56004524230957,4.37349796295166,0.0005601202137768269,7.013777121755993e-06,1.874201188911684e-05,0.0006006654584780335,2.3125545340008102e-05,8.460574463242665e-06
15,24.285314559936523,20.24424171447754,13.915575981140137,2.753985643386841,0.00036044055013917387,1.3660156582773197e-05,0.0014770645648241043,0.00031171218142844737,0.0003841192810796201,8.786559192230925e-05
16,28.595102310180664,21.27538299560547,11.757868766784668,0.7282163500785828,6.390683120116591e-05,9.221806976711378e-05,2.657000095496187e-07,5.226318535278551e-05,3.449491941864835e-06,2.0880608644802123e-05
17,22.796445846557617,20.11002540588379,11.550422668457031,0.14211271703243256,5.3043777370476164e-08,0.00022878835443407297,0.00012459652498364449,6.605682756344322e-08,2.6315328796044923e-06,5.947320823906921e-05
18,30.29953956604004,17.056522369384766,8.929228782653809,0.00019509144476614892,2.8929866857652087e-06,2.9290846214280464e-05,1.7120182747021317e-06,4.36405825894326e-05,5.16907311975956e-06,3.527180160745047e-05
19,18.46830177307129,18.5766658782959,6.347874641418457,3.19607206620276e-05,0.0002227557124570012,6.563370789081091e-07,2.9053902835585177e-05,0.00016928557306528091,1.0036731055151904e-06,4.425997758517042e-06
20,27.950122833251953,19.988651275634766,6.100135803222656,6.955362914595753e-05,5.436982064566109e-08,2.843523361661937e-05,8.716970114619471e-07,3.9797873796487693e-07,4.680830897996202e-05,3.4282697924936656e-06
21,19.311460494995117,15.66931438446045,5.5874834060668945,0.0002197483991039917,1.108726064558141e-05,6.0581522120628506e-05,7.110080332495272e-06,0.0018627822864800692,1.7826096154749393e-10,4.884719601250254e-06
22,21.592870712280273,14.933470726013184,4.667550086975098,0.0003589754633139819,1.8241702491650358e-05,9.26489956327714e-05,1.3979224604554474e-05,1.7115093214670196e-05,8.286135084745183e-07,8.17999716673512e-06
23,30.055307388305664,19.21707534790039,3.054511785507202,7.522772648371756e-06,0.00015391749911941588,1.0982716958096717e-07,0.0005183393368497491,1.091329613700509e-05,9.249301365343854e-05,0.0002155557303922251
24,31.945348739624023,16.73308563232422,2.2581613063812256,1.9822340618702583e-05,0.00020729149400722235,3.2110990559885977e-06,9.93190951703582e-09,2.2418134904000908e-08,2.975200732180383e-05,2.909230261138873e-06
25,19.91200065612793,16.088199615478516,1.397006630897522,0.00012860962306149304,1.1362036275386345e-05,1.1105157682322897e-06,2.4389793907175772e-05,3.665315034595551e-06,2.9757211450487375e-07,2.3609595700690988e-07
26,25.119728088378906,12.191142082214355,0.2467760592699051,0.0003418035921640694,0.001061791554093361,1.0292293154634535e-05,1.727723611111287e-05,3.7200534279691055e-05,3.300579010101501e-08,6.571099220309407e-11
27,22.125951766967773,18.138198852539062,0.024968668818473816,7.947106496430933e-06,0.0003206657711416483,5.2147061069263145e-06,0.0002604529436212033,9.833311196416616e-05,0.00011686421203194186,4.201793854008429e-05
28,32.110633850097656,13.05274486541748,1.0097413905896246e-05,1.7699978343443945e-05,1.782457547960803e-05,0.00013334628602024168,1.9122126104775816e-06,3.112745616817847e-10,3.7720019463449717e-05,1.7052025214070454e-05
29,22.093076705932617,14.043438911437988,6.129281246103346e-06,0.00015028324560262263,2.6427635020809248e-05,4.832168087887112e-06,2.6158673790632747e-05,0.00017884715634863824,5.268459426588379e-05,3.6189579986967146e-05
30,24.936925888061523,14.4656400680542,0.00013382022734731436,8.436999632976949e-05,1.9077924662269652e-07,4.0754130168352276e-05,0.00010340914741391316,0.00010682144056772813,7.55886358092539e-05,1.8741596932159155e-06
31,23.888036727905273,11.473860740661621,2.940450758615043e-05,0.0018411129713058472,1.2827312275476288e-05,3.640791692305356e-05,0.00011901844118256122,2.361896349611925e-06,0.0020776153542101383,5.286821306071943e-06
32,25.492706298828125,12.68769645690918,0.00010345764894736931,0.0011661008466035128,4.577017534757033e-05,0.0001753823016770184,0.00014105322770774364,3.537382508511655e-05,0.0001983820548048243,1.2393839824653696e-05
33,21.2835693359375,12.258272171020508,0.00039885565638542175,4.815411557501648e-06,9.93190951703582e-09,2.2610218366025947e-05,1.1923702913918532e-06,0.002477278234437108,2.0880608644802123e-05,0.0001370275131193921
34,24.035396575927734,9.52274227142334,3.219838617951609e-07,1.4738043319084682e-05,1.1892482234543422e-06,3.149871872665244e-06,1.0919598935288377e-05,2.550434146542102e-05,4.093087773071602e-05,0.000528660137206316
35,25.110319137573242,11.001899719238281,2.636176304804394e-06,5.578148557106033e-05,1.8042661395156756e-05,7.013777121755993e-06,6.3397063058801e-05,0.0005560873541980982,3.429317075642757e-05,0.00017540756380185485
36,23.970535278320312,9.81467056274414,2.1481901057995856e-05,8.50779815664282e-06,0.00015942021855153143,8.8221995611093e-06,6.05396053288132e-08,0.0004827766679227352,9.656324982643127e-05,5.315635007718811e-07
37,19.67909812927246,9.23536205291748,8.286718184535857e-06,0.00014758313773199916,0.0004560425004456192,3.5565849429985974e-06,0.00011484204878797755,0.00013776530977338552,3.654368356365012e-06,9.94044603430666e-06
38,17.57952880859375,10.265570640563965,4.373986485006753e-06,8.691168477525935e-05,7.04793055774644e-05,7.866219675634056e-07,0.0001188936221296899,5.227781002759002e-06,2.563454290793743e-05,0.00047455597086809576
39,30.215238571166992,7.861153602600098,3.0579580197809264e-05,0.00020797857723664492,9.13409749045968e-05,0.00040487779187969863,1.3404061974142678e-05,1.7768252291716635e-07,0.0006088738446123898,8.78258651937358e-06
40,25.79865074157715,7.897552013397217,2.7412263079895638e-05,0.00013369890803005546,0.0004897585604339838,0.0005388834397308528,3.0384762794710696e-05,4.634620199794881e-05,8.836368579068221e-06,0.0002236105501651764
41,26.534589767456055,6.594778537750244,4.956646080245264e-06,7.873833965277299e-05,1.9706785678863525e-06,2.5304179871454835e-06,3.027971615665592e-07,0.00010882176138693467,8.338304178323597e-05,1.4165416359901428e-06
42,20.241605758666992,6.058741092681885,0.0001860345946624875,7.995572559593711e-08,0.00011760768393287435,4.584762791637331e-07,2.6485781745577697e-06,2.399110235273838e-05,0.0002471449552103877,5.107044125907123e-05
43,24.016016006469727,4.105888366699219,3.693344842758961e-05,0.00010867257515201345,6.598331765417242e-06,8.003840775927529e-05,0.00041838278411887586,0.0002248672826681286,0.00025021290639415383,6.815667347837007e-06
44,19.536935806274414,4.5873918533325195,7.894157170085236e-05,8.405186235904694e-06,4.2738088268379215e-07,1.818878808990121e-05,0.0001473399461247027,0.0010198884410783648,3.1464878702536225e-06,2.2610218366025947e-05
45,18.044654846191406,3.7268054485321045,0.0007236769888550043,0.0005785744870081544,0.00061198411276564,6.987213510001311e-07,1.832733687479049e-05,7.326036666199798e-07,0.0003260505327489227,2.726267211983213e-07
46,29.058149337768555,3.048248052597046,0.00018701146473176777,3.0384762794710696e-07,0.00024899246636778116,0.0009365977603010833,0.00011765939416363835,8.108268957585096e-05,5.967194738332182e-09,3.633889718912542e-05
47,23.24237823486328,2.1657962799072266,0.0005673888372257352,9.094947017729282e-07,3.718309017131105e-05,3.209565329598263e-05,7.935731264296919e-05,0.00016611166938673705,3.370246304257307e-08,6.549470708705485e-05
48,30.456571578979492,2.118629217147827,7.614516653120518e-05,0.00011231136886635795,7.971320883370936e-06,1.2086884453310631e-05,7.033997007965809e-06,0.002067629247903824,0.00019521135254763067,1.4854631444904953e-06
49,22.551733016967773,1.7595287561416626,6.709426088491455e-05,0.00016078376211225986,0.0008781174547038972,7.697963155806065e-09,7.176612416515127e-05,3.492715404718183e-05,5.867696017958224e-08,9.898672578856349e-05
50,23.2631893157959,1.1507477760314941,7.280396675923839e-05,1.4464734704233706e-05,3.749194002011791e-05,4.225676093483344e-06,8.689568858244456e-06,5.7547436881577596e-05,1.1004885891452432e-10,1.0900697816396132e-05
51,24.805381774902344,0.6093937754631042,0.00023509164748247713,5.1459654059726745e-05,0.00011560982238734141,8.313938451465219e-05,3.5404161735641537e-06,0.00021175020083319396,4.0159670788852964e-07,0.00036707945400848985
52,28.091907501220703,0.4857850968837738,6.641636718995869e-05,7.174188795033842e-05,6.872892117826268e-05,4.540315057965927e-05,1.6995627447613515e-06,0.00010116188059328124,8.212759894377086e-08,3.0806768336333334e-07
53,27.340961456298828,0.20308561623096466,4.393086783238687e-09,0.00011759733752114698,0.00036702462239190936,8.190918379114009e-07,0.0006116302101872861,0.0002683145576156676,8.294819053844549e-07,4.482026270125061e-05
54,22.119550704956055,0.0860607847571373,0.00010444943472975865,1.2060375411238056e-05,7.227537480503088e-06,6.668088462902233e-05,0.0002403703983873129,1.3359967852011323e-06,2.230404788861051e-06,5.582423182204366e-05
55,27.573606491088867,4.786467980011366e-05,8.130611490742012e-07,1.581104129400046e-06,0.0012935473350808024,2.2892243578098714e-05,0.00013632512127514929,0.0001301064621657133,0.00019108940614387393,6.664640295639401e-06
56,21.206491470336914,0.00023392331786453724,4.773939963342855e-07,1.727024937281385e-06,0.00011939328396692872,1.0696994650061242e-05,3.932946128770709e-06,0.00039340811781585217,1.2806827726308256e-05,0.00018765105050988495
57,20.02723503112793,6.86182756908238e-05,6.087134897825308e-05,4.3225772969890386e-05,2.459273673593998e-07,6.767356535419822e-05,0.0014454943593591452,8.486126171192154e-05,7.564667612314224e-07,5.8330952015239745e-06
58,21.176063537597656,1.0306032436346868e-06,5.75733429286629e-06,5.654821507050656e-06,0.00037232376052998006,7.42431666367338e-07,3.725290298461914e-07,0.0003044808399863541,5.170622898731381e-07,1.8924823734778329e-06
