,Adadelta,Adagrad,Adam,AdamW,Adamax,ASGD,NAdam,RAdam,RMSprop,SGD
0,27.9444522857666,21.145980834960938,23.4571475982666,32.146400451660156,29.368032455444336,30.35859489440918,23.407398223876953,31.23333168029785,30.15032958984375,26.452289581298828
1,15.376507759094238,12.356876373291016,16.693891525268555,15.290000915527344,13.381080627441406,10.547256469726562,11.548954963684082,16.50699806213379,9.01974868774414,11.604475021362305
2,14.329989433288574,16.283737182617188,13.423120498657227,14.403338432312012,16.2294921875,6.2931227684021,11.114653587341309,17.876148223876953,6.443395977839828e-05,8.596379280090332
3,15.773353576660156,16.754745483398438,7.567988872528076,7.176293849945068,17.421476364135742,4.345794677734375,2.580108404159546,17.327178955078125,9.174051228910685e-06,2.753146171569824
4,16.217369079589844,15.07763385772705,0.529347836971283,0.6011441349983215,12.407150268554688,2.286853790283203,6.569553079316393e-05,13.861714363098145,1.932045506691793e-06,1.4016472101211548
5,16.392057418823242,15.377020835876465,1.411863195244223e-07,4.8546680773142725e-05,10.387628555297852,0.6357387900352478,3.359749825904146e-06,16.70401954650879,5.245640568318777e-05,1.1342384815216064
6,16.529409408569336,15.062710762023926,5.227781002759002e-06,4.198274837108329e-06,4.335855960845947,0.4177118241786957,1.2122384305257583e-06,15.826103210449219,1.3762564776698127e-07,0.3950640857219696
7,16.479368209838867,12.57166576385498,0.00012221286306157708,4.151869870838709e-05,1.0443028211593628,0.15507882833480835,2.2123116650618613e-05,17.55423355102539,8.836368579068221e-06,0.058822471648454666
8,17.075458526611328,11.676203727722168,2.3198981580208056e-05,6.633090379182249e-05,2.3716294890618883e-05,0.0001596430374775082,4.604316927725449e-08,15.95556926727295,5.879119271412492e-07,0.0004486392717808485
9,17.051780700683594,13.427804946899414,2.842506546585355e-05,3.628889771789545e-06,4.763402830576524e-05,0.0005191864911466837,6.73375461701653e-06,14.592622756958008,9.882549056783319e-05,0.03387707099318504
10,18.240238189697266,14.174242973327637,3.18381421493541e-06,0.0002475649234838784,1.3341286830836907e-07,1.3167687029636e-07,9.36984179134015e-09,14.016410827636719,3.4583536034915596e-08,0.0004354064294602722
11,16.437423706054688,10.626957893371582,5.3177216614130884e-05,3.678106395454961e-06,0.00010990884766215459,1.4804018974245992e-05,4.9891463277162984e-05,11.3335599899292,9.416054922439798e-07,3.7111021811142564e-06
12,15.381858825683594,9.918529510498047,0.00010488849511602893,6.716442385368282e-06,2.461115400365088e-08,0.0011325418017804623,6.25042048341129e-07,12.1364164352417,2.416893494228134e-07,8.048268500715494e-05
13,16.6281795501709,6.755895137786865,3.5278667382954154e-06,0.00018600859038997442,4.8069436161313206e-05,1.8081664165947586e-06,7.739856187072292e-07,11.958045959472656,4.678280674852431e-06,3.7037571019027382e-06
14,17.028104782104492,6.723992824554443,0.00019267466268502176,6.671982646366814e-07,0.00018432157230563462,0.00015335010539274663,8.706288645043969e-05,10.88135051727295,2.0069915080966894e-06,4.168477971688844e-07
15,15.623129844665527,4.67043924331665,3.456737249507569e-05,3.7825520848855376e-05,6.000111170578748e-06,2.4972541723400354e-07,1.3376143215282355e-07,11.76050090789795,0.00011842614185297862,1.319513444286713e-06
16,12.602826118469238,2.970057249069214,0.002622651867568493,5.915737710893154e-05,2.183251126552932e-05,6.805066732340492e-09,2.3373859221464954e-05,10.187972068786621,1.0597415894153528e-05,2.4075498004094698e-06
17,16.781288146972656,1.7204052209854126,5.232525381870801e-07,5.805488399346359e-06,3.972763806814328e-06,6.848073098808527e-06,7.966344128362834e-05,9.174727439880371,3.1928379939927254e-07,5.923075150349177e-07
18,16.09119415283203,0.6370310187339783,1.4032761100679636e-05,0.0001346378558082506,2.598337596282363e-05,0.0003432508965488523,4.741050361189991e-05,7.783702373504639,1.5191808415693231e-05,1.336568129772786e-05
19,15.755622863769531,0.04489968717098236,0.00010048200056189671,1.2030586731270887e-05,3.4565805435704533e-06,6.186077371239662e-06,1.1365251339157112e-05,6.432436466217041,2.183651758969063e-06,2.0568022591760382e-05
20,15.64487361907959,3.112745616817847e-10,0.0007199618266895413,4.085159889655188e-05,6.389337158907438e-06,0.00038186096935532987,0.0004103845567442477,4.173810958862305,2.8848817237303592e-06,1.9920116756111383e-07
21,16.355140686035156,3.967763859691331e-07,6.761003078281647e-06,8.54685204103589e-05,2.7583359951677267e-06,1.7547072275192477e-06,3.954559360863641e-05,3.5595061779022217,1.6346675693057477e-05,8.094534859992564e-05
22,15.646819114685059,6.828122423030436e-08,0.00017225160263478756,4.480111238081008e-05,0.00013176517677493393,5.678312300005928e-05,1.3904445040680002e-05,2.5500950813293457,4.2812938772840425e-05,0.00019060196063946933
23,12.961318016052246,7.123389877961017e-09,2.2848553271614946e-06,8.18228897969675e-07,0.00011785603419411927,1.091329613700509e-05,0.00011064994760090485,1.2645437717437744,1.7567822396813426e-07,7.517542599089211e-06
24,13.121559143066406,1.6575540939811617e-10,4.052917574881576e-05,2.032743395830039e-08,2.4194023353629746e-06,0.0003812462673522532,0.00020327433594502509,0.5092605948448181,2.834377301041968e-05,1.051375875249505e-07
25,16.127805709838867,5.476758815348148e-07,1.356866596324835e-05,2.1499604372365866e-06,1.0132500847248593e-06,1.9686702216858976e-05,6.602834037039429e-05,0.058947790414094925,5.718627289752476e-05,5.2553154091583565e-05
26,17.018508911132812,2.1393589122453704e-09,3.850896246149205e-05,3.7585425161523744e-05,3.4282697924936656e-06,3.6198114230501233e-06,7.963246389408596e-06,4.130390516365878e-05,2.918770769611001e-05,3.818423465418164e-06
27,14.995013236999512,3.064817519771168e-07,2.4953484171419404e-05,4.639170583686791e-06,0.00016514207527507097,2.5822600946412422e-08,2.6083785087394062e-06,1.3762564776698127e-07,1.4738625395693816e-06,6.103337000240572e-06
28,14.816934585571289,3.731113338290015e-07,0.00010140181984752417,4.3322015699232e-06,2.1747928258264437e-07,1.5712879758211784e-05,9.192523430101573e-05,1.3871840565116145e-08,9.71451527220779e-07,4.411437112139538e-05
