,ELU,Hardshrink,Hardsigmoid,Hardtanh,Hardswish,LeakyReLU,LogSigmoid,PReLU,ReLU,ReLU6,RReLU,SELU,CELU,GELU,Sigmoid,SiLU,Mish,Softplus,Softshrink,Softsign,Tanh,Tanhshrink,Softmax
0,24.111709594726562,28.549243927001953,26.059045791625977,22.21907615661621,22.0383358001709,22.5146484375,18.47052764892578,14.436291694641113,18.95467185974121,20.519062042236328,35.1878662109375,22.87571144104004,20.43547821044922,26.2028751373291,27.8768310546875,22.042240142822266,21.941761016845703,21.179859161376953,28.354246139526367,26.199674606323242,23.796804428100586,27.306705474853516,23.054542541503906
1,16.281003952026367,15.86719036102295,14.263450622558594,16.35845375061035,17.610197067260742,17.935049057006836,13.41568660736084,13.978800773620605,16.904035568237305,15.040011405944824,17.005573272705078,15.958002090454102,15.922103881835938,18.828529357910156,13.586987495422363,17.320920944213867,15.685284614562988,13.657565116882324,17.35422134399414,17.313825607299805,18.268104553222656,17.251087188720703,17.09037208557129
2,11.805750846862793,17.505002975463867,12.818862915039062,13.879162788391113,16.380338668823242,10.583029747009277,9.342790603637695,14.441929817199707,13.6203031539917,12.628499031066895,14.56224536895752,12.064852714538574,14.393963813781738,15.052077293395996,10.587556838989258,16.171247482299805,14.4666748046875,10.376614570617676,15.706931114196777,16.813674926757812,12.364018440246582,16.842397689819336,16.255796432495117
3,5.411184310913086,13.652819633483887,9.8289155960083,6.744054317474365,13.164685249328613,7.936524868011475,2.988859176635742,7.550488471984863,8.07468032836914,8.547599792480469,5.514665126800537,6.977072238922119,8.045973777770996,12.319418907165527,12.347587585449219,14.339495658874512,10.731734275817871,1.2153552770614624,16.645828247070312,13.839383125305176,8.281803131103516,14.207755088806152,15.822916030883789
4,0.3693753480911255,16.324085235595703,7.888833522796631,6.26003885269165,10.32397174835205,0.49569255113601685,0.0006321058608591557,0.5137864947319031,0.38376951217651367,0.4148414134979248,0.552065372467041,0.022169657051563263,0.5075629353523254,4.737034797668457,8.456628799438477,8.677680015563965,3.9282243251800537,0.0006233369349502027,16.810211181640625,11.713239669799805,6.626100063323975,14.910021781921387,17.822696685791016
5,2.588624283816898e-07,16.096851348876953,5.645354270935059,4.015970706939697,4.201348304748535,4.980392986908555e-09,7.067158094287151e-07,6.233090971363708e-05,0.0001181357292807661,8.768462066655047e-06,1.5715253312009736e-06,2.4028486222960055e-07,2.461115400365088e-08,2.8557988116517663e-06,5.249350070953369,1.055488109588623,0.0015888394555076957,2.8951186322956346e-05,14.506573677062988,9.676787376403809,5.486405372619629,15.780051231384277,13.316115379333496
6,0.0001664437004365027,17.340717315673828,3.9267544746398926,2.0853335857391357,9.67038722592406e-05,0.00011826014815596864,1.4298371752374806e-05,6.331355689326301e-05,5.421426976681687e-06,8.101087587419897e-06,9.783254790818319e-05,3.897195711033419e-05,7.199251558631659e-05,0.00023047919967211783,3.1160552501678467,0.00013528045383282006,0.0005131630459800363,0.00014783813094254583,16.106285095214844,6.492166042327881,2.3844735622406006,15.195155143737793,13.098599433898926
7,2.9878324312448967e-06,14.43188190460205,1.6232556104660034,2.122180700302124,0.0005776571924798191,5.640288509312086e-05,4.1205894376616925e-05,6.766572187189013e-05,1.1075028396589914e-06,1.0161320460611023e-06,0.0014856536872684956,2.753723310888745e-05,8.306114614242688e-05,0.0013576748315244913,1.831824541091919,4.67561258119531e-05,7.514927801821614e-06,7.517542599089211e-06,17.53931427001953,4.1973137855529785,0.6723201274871826,14.749734878540039,14.387728691101074
8,0.0002860797103494406,14.162826538085938,0.3611939549446106,0.5021941065788269,7.407891098409891e-05,1.1644190180959413e-06,4.565411018120358e-07,1.3525826716431766e-06,2.030503765126923e-07,5.0891594582935795e-06,5.6389581004623324e-08,0.00013561341620516032,3.7398564018076286e-05,6.938211299711838e-06,1.2574516534805298,2.637373199831927e-07,0.00015219493070617318,8.283972420031205e-06,14.30138874053955,3.168948173522949,0.9707038998603821,16.20575523376465,9.820293426513672
9,8.256646106019616e-05,16.009973526000977,0.14554117619991302,0.2300330400466919,5.091311322757974e-06,5.8542831538943574e-05,2.759919880190864e-06,0.0006541132461279631,1.1173165148647968e-07,1.6973353922367096e-07,1.2101393167540664e-06,0.00019247614545747638,5.385393251344794e-07,0.0002587319759186357,0.410748690366745,1.9530449208104983e-05,7.120255759218708e-06,9.747441799845546e-05,16.75824546813965,1.8420441150665283,0.12610475718975067,16.628890991210938,13.898947715759277
