,layers=1,layers=2,layers=3,layers=4,layers=5,layers=6,layers=7,layers=8,layers=9,layers=10,layers=11,layers=12,layers=13,layers=14,layers=15,layers=16,layers=17,layers=18,layers=19,layers=20
0,12.29295539855957,12.231978416442871,10.639978408813477,12.769160270690918,11.332762718200684,7.274806976318359,8.245813369750977,14.02672290802002,11.742762565612793,10.407363891601562,9.9091215133667,10.635588645935059,11.03394603729248,9.741759300231934,12.262648582458496,9.257814407348633,13.219515800476074,8.803504943847656,11.20649242401123,10.277186393737793
1,3.6024277210235596,4.908612251281738,4.767940044403076,5.707303047180176,5.517078399658203,5.4806647300720215,7.227893352508545,5.453876495361328,3.7344295978546143,5.622871398925781,4.547109603881836,5.079392910003662,5.737447738647461,5.15155553817749,4.41061544418335,5.485456466674805,5.761983394622803,5.965229034423828,4.647616863250732,5.953985214233398
2,2.7967522144317627,4.757452487945557,4.887425422668457,5.540685653686523,4.355926036834717,4.7486701011657715,5.4350714683532715,5.626692771911621,6.730923652648926,5.889125823974609,4.511789321899414,4.721249580383301,4.319634437561035,5.180293560028076,5.263377666473389,3.2281653881073,4.572137832641602,5.0553812980651855,6.618402004241943,4.389676570892334
3,0.29104071855545044,1.235597848892212,3.8163609504699707,4.640251159667969,5.820837020874023,4.431158542633057,5.039426326751709,5.911352634429932,5.50100040435791,6.228948593139648,3.6238720417022705,5.058597087860107,5.957012176513672,4.570605754852295,6.354115962982178,6.3368635177612305,4.293430328369141,5.232499122619629,6.377270698547363,3.920362949371338
4,0.0007507217233069241,7.009152614045888e-05,0.6213865280151367,3.354637861251831,4.65327262878418,4.9820146560668945,5.2194342613220215,4.998715400695801,5.420664310455322,4.3656744956970215,4.792403697967529,5.680014610290527,5.1320390701293945,5.728759288787842,4.929265975952148,4.889199733734131,4.774312496185303,4.629933834075928,5.297704696655273,5.053376197814941
5,1.7915339185492485e-06,0.002404087921604514,0.00020804736413992941,0.24436867237091064,3.353415012359619,4.765117168426514,4.706288814544678,3.931791067123413,4.988897323608398,4.697338104248047,2.7654218673706055,5.656118869781494,3.6456170082092285,5.4173688888549805,5.724864959716797,5.150921821594238,4.466784954071045,4.4784770011901855,5.285299301147461,5.209606170654297
6,3.4494917144911597e-08,5.626330312225036e-05,7.734404061920941e-05,0.00020319956820458174,0.28840863704681396,2.9486474990844727,3.7606256008148193,2.939113140106201,4.843604564666748,3.552565813064575,3.3041088581085205,5.143364906311035,4.931839942932129,3.695861577987671,4.565790176391602,4.103312969207764,3.937077283859253,4.826512813568115,4.8695878982543945,4.342700481414795
7,2.3378470359602943e-07,5.028968371334486e-05,9.286943054576113e-07,2.070993105007801e-06,0.00013505313836503774,0.8916661143302917,3.216505765914917,3.878844976425171,3.738877534866333,4.267892837524414,4.3998236656188965,4.0639801025390625,4.551623821258545,5.609731197357178,5.648892879486084,4.62069845199585,4.270758152008057,3.060833692550659,4.891138076782227,4.548476696014404
8,8.713480383448768e-06,3.151746932417154e-05,6.598958862014115e-05,6.675723398075206e-06,4.970974987372756e-05,0.00010580369416857138,0.2421347200870514,2.3188533782958984,3.2609524726867676,4.402560710906982,3.4551117420196533,4.709580421447754,4.812709331512451,4.0586113929748535,4.135499477386475,3.2061870098114014,3.1623780727386475,4.46544885635376,4.119632720947266,4.648237705230713
9,0.00012882601004093885,5.4147676564753056e-06,0.00012625197996385396,4.6951959120633546e-07,0.00022425987117458135,2.5316854589618742e-05,0.00016051785496529192,0.8312748074531555,1.9677637815475464,4.038029670715332,4.124469757080078,4.438538551330566,3.773571729660034,4.676745891571045,3.2170464992523193,3.8710668087005615,3.721881151199341,3.067169666290283,3.8237526416778564,4.979960918426514
10,3.108540795437875e-06,3.5189157188142417e-06,8.195004738809075e-06,4.123651160625741e-05,4.850018058277783e-07,1.8558739611762576e-05,8.654310659039766e-05,0.0020891940221190453,1.3865585327148438,4.052837371826172,3.7912464141845703,5.028565883636475,2.763625383377075,3.509047746658325,5.295512676239014,3.4327526092529297,3.3959827423095703,2.739636182785034,4.699251174926758,4.3904547691345215
