,neurons=10,neurons=15,neurons=20,neurons=25,neurons=30,neurons=35,neurons=40,neurons=45,neurons=50,neurons=55,neurons=60,neurons=65,neurons=70,neurons=75,neurons=80,neurons=85,neurons=90,neurons=95
0,8.421507835388184,11.708595275878906,6.419310092926025,12.825116157531738,14.270120620727539,11.816642761230469,9.50830078125,14.673210144042969,11.607601165771484,8.818190574645996,10.069515228271484,8.530160903930664,13.297717094421387,12.232950210571289,7.920571804046631,9.944656372070312,8.208182334899902,11.202548027038574
1,5.810919761657715,5.641084671020508,4.90963077545166,4.728665351867676,5.421942234039307,6.922684669494629,4.70394229888916,5.096510410308838,4.681831359863281,4.827768802642822,4.520416259765625,6.026132106781006,5.493628978729248,5.2147369384765625,3.436739444732666,5.929338455200195,5.591460227966309,3.411750078201294
2,3.3140053749084473,5.33997106552124,3.1137847900390625,5.309632301330566,3.6366920471191406,4.564554214477539,5.101481914520264,5.06934928894043,4.468017101287842,2.8464133739471436,4.174459934234619,3.971637010574341,3.290323257446289,2.495978355407715,2.6702399253845215,2.7332875728607178,1.440804123878479,1.641516923904419
3,5.6909613609313965,4.605379104614258,4.863239288330078,5.716436386108398,3.2868096828460693,4.453010082244873,3.0810766220092773,3.1620304584503174,2.6082839965820312,1.4565086364746094,0.9812747240066528,0.752442479133606,0.08005067706108093,0.022556070238351822,0.00419206265360117,0.0014998579863458872,6.461015436798334e-05,0.0004971520393155515
4,4.406746864318848,3.888329267501831,4.136653423309326,3.5139310359954834,3.0681543350219727,0.912941575050354,0.6073380708694458,0.21294930577278137,0.012558422051370144,0.00029441440710797906,0.0001633941865293309,7.619927055202425e-05,4.6563953219447285e-05,2.9861839720979333e-06,1.8437737026033574e-07,1.143418103310978e-06,4.676264870795421e-05,5.846260364705813e-07
5,3.7246880531311035,3.3161284923553467,3.3883919715881348,1.360758662223816,0.5267910361289978,0.016983693465590477,1.4881175047776196e-07,0.00017354321607854217,1.542963445899659e-08,5.8127654483541846e-05,7.003677637840156e-08,6.24476742814295e-05,6.102025508880615e-05,2.7956825761066284e-06,0.0002444760175421834,1.5710988009232096e-05,1.5763110923217027e-06,1.2071969649696257e-05
6,4.049031734466553,2.6421334743499756,1.28157639503479,0.26365602016448975,0.0003984557406511158,1.585875725140795e-05,5.821857484988868e-05,6.329837924567983e-05,8.76563717611134e-06,7.73985675550648e-09,1.6495829413543106e-06,0.00018165758228860795,2.1402411221060902e-05,2.400895482423948e-06,6.648633643635549e-09,1.6883106582099572e-05,2.8399648726917803e-05,0.00011004386760760099
7,2.212562322616577,1.4135971069335938,0.3535023629665375,9.406803292222321e-05,2.5888666641549207e-05,4.7040219214977697e-05,0.00024299458891618997,5.0536840717541054e-05,6.678995123365894e-05,0.00010155073687201366,9.874406714516226e-08,0.00015194207662716508,0.0004418978642206639,6.359239250741666e-06,1.0277001820213627e-05,3.272271351306699e-05,7.441171328537166e-05,1.0689199370972347e-05
8,2.3292503356933594,0.48848921060562134,0.0005441652610898018,1.3136559573467821e-05,7.453105581589625e-07,3.6098390410188586e-06,0.00046728161396458745,3.271453294928506e-07,0.00011437750799814239,0.0002138299896614626,3.761796733670053e-06,3.752405973500572e-05,3.736649523489177e-05,8.425615192209079e-07,2.8252600259293104e-08,1.6699435946065933e-05,0.00013073816080577672,0.0007895170128904283
9,2.1640758514404297,0.0014786229003220797,1.3481497944667353e-06,9.805600711842999e-06,0.0001211713461088948,0.002373813185840845,1.2933526249980787e-08,1.1510792319313623e-10,2.7016745661967434e-05,0.0012157111195847392,1.0283116580467322e-07,4.0492759012522583e-07,4.732845627586357e-05,8.544208185412572e-07,2.4573824703111313e-05,1.7826096154749393e-06,8.847711796988733e-06,1.432904082321329e-05
10,0.6315248012542725,1.273866132578405e-07,8.785413228906691e-06,9.930958185577765e-05,4.306435585021973e-06,0.00011669415835058317,1.422633977199439e-05,4.1746375245566014e-07,3.1591880542691797e-06,1.0070198186440393e-06,0.0006777628441341221,2.0845759252097196e-07,1.2543695447675418e-05,0.000365017622243613,8.351372571269167e-07,0.00011725114018190652,0.0014384327223524451,6.2145736592356116e-06
11,0.08798195421695709,1.1029910638171714e-06,7.347684004344046e-05,2.8196722269058228e-05,1.0872378879867028e-05,6.933110853424296e-05,4.7154835556284525e-06,8.32794830785133e-06,3.934793255666591e-07,1.5464367606909946e-05,6.728805601596832e-08,4.0232962419395335e-06,8.002134563867003e-05,2.3651320589124225e-05,5.967563629383221e-05,7.901468279669643e-08,4.903708031633869e-06,2.82926885120105e-06
12,0.0001233329821843654,2.4673203370184638e-05,6.60942168906331e-05,6.227821813808987e-07,0.00011072519555455074,1.8585254792924388e-06,5.762703949585557e-07,3.119172470178455e-05,1.9835079001495615e-07,1.0891253623412922e-05,0.0001007785540423356,6.3881320784275886e-06,3.1473337003262714e-06,7.066915713949129e-06,7.336652197409421e-05,1.0981137165799737e-05,3.532846619691554e-07,4.149565938860178e-06
13,1.9098756354196667e-07,7.859971447032876e-06,1.2987811714992858e-08,3.917463618563488e-05,3.179380655637942e-05,0.00037913568667136133,1.4862786201774725e-07,0.00014597715926356614,3.0867675377521664e-05,0.0001298726856475696,1.184572738566203e-06,2.5067947717616335e-11,6.668088462902233e-05,3.4106346902262885e-06,0.00021223622024990618,4.3819682105095126e-06,7.620343239977956e-05,0.0015890864888206124
14,1.1828014066850301e-05,2.7014268198399805e-05,3.379005875103758e-08,2.310720446985215e-05,0.0009081994066946208,1.216658915836888e-07,7.612020999658853e-05,0.0002984865568578243,8.870791498338804e-05,2.945126198028447e-06,3.6037708923686296e-05,9.999980829888955e-05,4.339522945429053e-07,2.99917758184165e-07,1.2275113476789556e-06,6.199631025083363e-05,1.598052040208131e-05,0.0002724544610828161
15,6.177778686833335e-06,2.099843550240621e-05,1.620432158233598e-05,0.0002148352359654382,0.00015731994062662125,0.00010471276618773118,0.0002246456715511158,0.00011836907651741058,2.0797893739654683e-05,1.0560193913988769e-05,3.091272446908988e-07,1.9000943211722188e-05,2.0845760445808992e-05,6.526723154820502e-05,2.708370448090136e-05,0.0009603287326171994,6.756045422662282e-06,7.22435797797516e-05
16,1.0869234756683e-05,3.467960141279036e-07,2.1393589122453704e-07,4.360035745776258e-06,2.130428129021311e-06,3.209024725947529e-05,3.1388801744469674e-06,5.7858938816934824e-05,7.111322338460013e-05,3.8131133806018624e-09,2.3173726731329225e-05,1.2868334124505054e-05,5.8330952015239745e-06,5.574600436375476e-06,5.144254464539699e-05,0.0008278621244244277,2.3886115741333924e-05,3.2093907975649927e-06
17,8.703619869265822e-07,1.5047035049065016e-06,3.210645809303969e-05,1.020528179651592e-05,9.225928079104051e-05,3.225523323635571e-05,8.334830454259645e-06,0.00040983414510264993,2.8769305572495796e-05,1.3783801477984525e-05,2.689296343305614e-05,0.00010187774751102552,1.5654337403248064e-05,9.038791176863015e-06,3.5224948078393936e-06,3.406232963243383e-06,0.0002538312692195177,0.00031107268296182156
18,6.117307202657685e-05,1.4570111488865223e-05,4.893617733614519e-05,2.1792425286548678e-07,0.00036111075314693153,1.0530773579375818e-05,2.1054461285530124e-06,6.777560201953747e-07,0.00016605637210886925,6.318421128526097e-06,1.1123809599666856e-05,3.257286152802408e-05,3.966262374888174e-05,1.1162012015120126e-05,1.4936409797883243e-07,2.1054461285530124e-06,5.840427547809668e-05,2.402147583779879e-05
19,4.067502175075788e-07,7.138079581636703e-06,7.404228654195322e-06,1.4993592230894137e-05,0.00012043237074976787,4.578307562042028e-05,7.666004421480466e-06,2.465662510076072e-05,5.870006134500727e-06,5.718499096474261e-08,2.2418134904000908e-08,2.62367775576422e-05,3.565514998626895e-05,0.00013573004980571568,9.049528557625308e-07,0.00039900801493786275,4.162938421359286e-05,0.0001801952312234789
20,2.6914312911685556e-06,1.920309387060115e-07,4.061422202994436e-07,3.369820478837937e-05,3.960558387916535e-05,6.595882496185368e-06,1.1019093108188827e-05,2.0542078971175215e-07,0.00021665627718903124,2.4848786779330112e-05,5.605039632428088e-08,1.1180659384990577e-06,0.00014424817345570773,0.0005296912277117372,0.00012824757141061127,0.00012864747259300202,6.273815233726054e-05,1.429656822438119e-05
21,4.494804670684971e-07,3.996559826191515e-06,7.011251000221819e-06,4.926696419715881e-07,5.93720415054122e-08,2.8582906452356838e-05,1.5146637224461301e-06,6.907327770022675e-05,5.538631739909761e-06,6.958322046557441e-06,1.7052025214070454e-07,3.4825774491764605e-05,1.2623196198546793e-05,9.328347232440137e-07,2.1265859686536714e-05,0.00010118107456946746,5.1774830353679135e-05,0.0003498194273561239
22,1.2090200470993295e-05,4.617106696969131e-07,3.627569094533101e-05,3.9797873796487693e-07,1.3186727301217616e-05,1.3315174328454304e-05,5.331868578650756e-06,4.502567207964603e-10,0.0001707155315671116,3.842615114990622e-11,1.4136554682409042e-07,3.2464096875628456e-05,0.0006657379562966526,6.135968578746542e-05,1.7388407286489382e-05,1.569776031828951e-05,3.3614983294683043e-06,4.916661282550194e-07
23,4.043406079290435e-06,5.8360561524750665e-05,6.9410540163517e-05,8.032021696635638e-07,1.1818176972155925e-05,8.778963092481717e-05,0.00012656829494517297,1.0510348147363402e-10,0.0001565016427775845,4.1359780880156904e-06,0.0007630003965459764,0.00022172497119754553,6.713971288263565e-06,7.867911335779354e-05,0.00027466274332255125,0.00013904995284974575,7.258036930579692e-05,1.2238160707056522e-06
24,1.692111254669726e-06,2.9929133233963512e-05,0.00025517772883176804,4.1808016248978674e-07,3.7895938476140145e-07,7.718896313235746e-07,8.363764209207147e-06,1.1307065506116487e-08,0.00040259744855575264,3.198294962203363e-06,0.0003655006585177034,2.2024541976861656e-05,7.914081652415916e-05,5.247022636467591e-05,0.0002847022551577538,3.2729155918787e-06,0.00011057472147513181,1.0668941285985056e-09
25,2.6638866984285414e-05,6.695450338156661e-06,2.163264980481472e-06,4.286667717678938e-06,3.901960008079186e-05,2.841312834789278e-06,1.041503855958581e-05,0.00020659183792304248,2.5990670110331848e-05,1.2504882761277258e-05,2.5122462830040604e-06,1.1520098269102164e-05,1.1913291473319987e-06,0.00023893096658866853,0.00022860085300635546,0.000262388086412102,6.520173428725684e-06,1.8081664165947586e-06
26,6.405940666809329e-07,4.3610316424747e-06,5.3665142331738025e-05,4.471255579119315e-06,4.294569407647941e-06,1.040307552102604e-06,3.484117087282357e-06,2.1928422938799486e-05,4.828456440009177e-05,1.393112961523002e-05,0.00011481649562483653,2.5446579456911422e-05,2.233895065728575e-05,9.168275028059725e-08,4.626854206435382e-06,5.1730232371483e-05,1.4728892892890144e-05,1.0306032436346868e-06
