,<class 'torch.nn.modules.activation.ELU'>,<class 'torch.nn.modules.activation.Hardshrink'>,<class 'torch.nn.modules.activation.Hardsigmoid'>,<class 'torch.nn.modules.activation.Hardtanh'>,<class 'torch.nn.modules.activation.Hardswish'>,<class 'torch.nn.modules.activation.LeakyReLU'>,<class 'torch.nn.modules.activation.LogSigmoid'>,<class 'torch.nn.modules.activation.PReLU'>,<class 'torch.nn.modules.activation.ReLU'>,<class 'torch.nn.modules.activation.ReLU6'>,<class 'torch.nn.modules.activation.RReLU'>,<class 'torch.nn.modules.activation.SELU'>,<class 'torch.nn.modules.activation.CELU'>,<class 'torch.nn.modules.activation.GELU'>,<class 'torch.nn.modules.activation.Sigmoid'>,<class 'torch.nn.modules.activation.SiLU'>,<class 'torch.nn.modules.activation.Mish'>,<class 'torch.nn.modules.activation.Softplus'>,<class 'torch.nn.modules.activation.Softshrink'>,<class 'torch.nn.modules.activation.Softsign'>,<class 'torch.nn.modules.activation.Tanh'>,<class 'torch.nn.modules.activation.Tanhshrink'>,<class 'torch.nn.modules.activation.Softmax'>
0,15.724372863769531,10.183444023132324,9.7091703414917,16.435489654541016,13.21733283996582,12.650481224060059,11.309054374694824,16.948829650878906,14.155138969421387,10.809370994567871,17.61671257019043,15.317145347595215,5.090067386627197,12.944056510925293,10.30140209197998,9.927713394165039,16.318561553955078,12.03899097442627,10.563994407653809,13.145956993103027,16.424509048461914,9.334650039672852,11.068603515625
1,5.940107822418213,6.039693832397461,4.316415786743164,5.7502288818359375,5.534303188323975,6.0323662757873535,3.7542812824249268,6.8538079261779785,6.796878337860107,6.004412651062012,5.4362688064575195,4.386327266693115,4.628103733062744,5.868980407714844,5.722095012664795,4.7925004959106445,4.511234283447266,3.7726826667785645,5.363485813140869,5.420801162719727,5.990457057952881,4.4422760009765625,5.26543664932251
2,4.00838041305542,6.215819358825684,3.3191535472869873,4.170767307281494,4.466565132141113,3.8814709186553955,2.645909070968628,3.5305898189544678,3.5754806995391846,4.365390300750732,4.128327369689941,3.216104507446289,4.360755443572998,5.096512794494629,4.241926193237305,5.287543773651123,4.503551006317139,2.2598609924316406,5.5147199630737305,5.347249507904053,3.1358726024627686,4.691638946533203,6.041395664215088
3,1.017825961112976,5.720767498016357,3.536708116531372,2.5251903533935547,4.8536696434021,1.1707763671875,0.1932189166545868,1.289125680923462,1.6002418994903564,1.285434365272522,0.8497878313064575,0.3869074285030365,1.435063362121582,4.061777114868164,2.9152705669403076,4.154670715332031,3.202812671661377,8.587456977693364e-05,4.757961273193359,4.121636390686035,2.2095401287078857,4.575303554534912,5.5660719871521
4,0.0005800320068374276,5.633065223693848,1.8549015522003174,0.48598071932792664,2.2024102210998535,0.0014338608598336577,1.1610909496084787e-05,0.00033085537143051624,0.0007445937371812761,1.4485012798104435e-06,9.010142093757167e-06,6.80310113239102e-05,1.4677696526632644e-05,0.16512082517147064,1.4220224618911743,1.1448988914489746,0.04935617372393608,0.00014503384591080248,4.722583293914795,2.449779987335205,1.4547393321990967,3.6604554653167725,5.264430999755859
5,5.594899630523287e-05,5.534958839416504,0.4480396807193756,0.07750149071216583,0.07626691460609436,5.5216671171365306e-05,0.00014201761223375797,0.0008002046379260719,4.610305040841922e-05,0.0020324811339378357,3.1744621082907543e-06,1.8304890545550734e-05,0.001453700358979404,2.233966824860545e-06,0.32032591104507446,0.0001606568112038076,1.4595602806366514e-05,6.162380941532319e-06,4.575946807861328,1.681883692741394,0.07208167761564255,4.675053596496582,5.047646999359131
6,4.306435585021973e-06,4.73137903213501,0.1124308630824089,0.0005998826818540692,4.166095095570199e-06,0.0002466803998686373,6.80664015817456e-05,3.2160518458113074e-05,8.460574463242665e-08,6.389920599758625e-05,1.4994438970461488e-06,0.0001367262884741649,9.621322533348575e-06,2.1725695376062504e-07,0.006185972597450018,5.660360329784453e-05,7.022333011263981e-05,1.848139049798192e-06,4.8311076164245605,0.8162494897842407,0.002328679896891117,5.884554862976074,4.563300609588623
7,1.523479113529902e-06,5.704511642456055,0.0014020617818459868,9.078583389054984e-05,8.82907334016636e-05,5.606318518402986e-05,8.91395757207647e-07,8.355493264389224e-06,2.9312311653484358e-06,6.392589421011508e-05,6.386926543200389e-08,2.080224294331856e-05,0.00010601471876725554,9.65092681326496e-08,0.0018664061790332198,2.921863051597029e-05,5.101934220874682e-05,5.626509846479166e-06,4.26551628112793,0.5568233728408813,1.2991787116334308e-05,4.714580535888672,4.249518871307373
8,2.6085564968525432e-05,4.518182754516602,1.2069940567016602e-06,2.4732453312026337e-05,4.8101810534717515e-06,4.9504884373163804e-05,7.451013061654521e-06,1.7477659639553167e-06,0.0003769384347833693,4.0280633584188763e-07,2.612941898405552e-07,1.2454346688173246e-05,2.4796519937808625e-05,0.0002515648666303605,0.0011248203227296472,1.1012762115569785e-05,0.0003119227185379714,2.6068519218824804e-05,3.6999638080596924,0.0022070666309446096,7.974007166922092e-05,5.3970537185668945,4.597639083862305
9,2.2596977942157537e-06,4.296489715576172,2.4005117893466377e-07,9.226119800587185e-06,6.3388142734766e-08,1.1289822396065574e-05,7.063113571348367e-06,2.6158673790632747e-05,0.00019997023628093302,6.87805368215777e-12,0.00018769022426567972,0.00040515605360269547,3.733181074494496e-06,8.405186235904694e-08,0.00035764864878728986,1.0367388313170522e-05,1.259949385712389e-06,8.347014954779297e-07,4.578285217285156,0.0011805229587480426,6.420713816623902e-06,5.897664546966553,4.558313369750977
