,Const,Gęstość 1 + x*0.3,Gęstość 1 - x*0.3,Gęstość x,Gęstość -x
0,0.5999879837036133,0.7999839782714844,0.1999959945678711,0.3999919891357422,0.1999959945678711
1,0.1791686862707138,0.17546391487121582,0.17011670768260956,0.19107910990715027,0.19094009697437286
2,0.15949170291423798,0.15842168033123016,0.156132310628891,0.17595615983009338,0.17588458955287933
3,0.11773951351642609,0.10167431086301804,0.10288137197494507,0.16244137287139893,0.1631353497505188
4,0.1033252701163292,0.0949060469865799,0.09584956616163254,0.15793627500534058,0.1590239405632019
5,0.09361625462770462,0.12252221256494522,0.11060388386249542,0.15702450275421143,0.15894778072834015
6,0.09213127195835114,0.10152148455381393,0.12182153761386871,0.1713622659444809,0.17526961863040924
7,0.12077776342630386,0.10258834809064865,0.08802187442779541,0.16488900780677795,0.16472043097019196
8,0.11150696128606796,0.11859607696533203,0.10138609260320663,0.15144260227680206,0.1409568041563034
9,0.07499238103628159,0.1151064783334732,0.10501053184270859,0.14626242220401764,0.10820414870977402
10,0.07209781557321548,0.10931872576475143,0.0849473848938942,0.1641768515110016,0.10586623102426529
11,0.07344137877225876,0.09290355443954468,0.08403479307889938,0.14556656777858734,0.1315981149673462
12,0.1078532263636589,0.08136647194623947,0.10908689349889755,0.14172565937042236,0.13563008606433868
13,0.11582765728235245,0.07526761293411255,0.10213372856378555,0.13832063972949982,0.13214142620563507
14,0.11052467674016953,0.075724296271801,0.08520648628473282,0.1661919504404068,0.13769128918647766
15,0.10803767293691635,0.08475829660892487,0.08305834978818893,0.15864096581935883,0.13863970339298248
16,0.09665325284004211,0.08167299628257751,0.09696876257658005,0.1622954159975052,0.1442703902721405
17,0.11639857292175293,0.10407464951276779,0.08330746740102768,0.16392114758491516,0.1433383971452713
18,0.10649537295103073,0.11645225435495377,0.10173334181308746,0.1370134800672531,0.14546282589435577
19,0.10362658649682999,0.11338958889245987,0.0958729013800621,0.13736169040203094,0.14151456952095032
20,0.1009354218840599,0.09671778231859207,0.104752317070961,0.13864003121852875,0.13566872477531433
21,0.10216756910085678,0.09034363925457001,0.09125926345586777,0.14080242812633514,0.12623193860054016
22,0.10543936491012573,0.10931984335184097,0.09943609684705734,0.14353695511817932,0.14935967326164246
23,0.10104818642139435,0.08618314564228058,0.09372996538877487,0.14885668456554413,0.14764724671840668
24,0.07872145622968674,0.12105783075094223,0.10786478966474533,0.15273693203926086,0.14618782699108124
25,0.09936254471540451,0.09866597503423691,0.09766171127557755,0.15247078239917755,0.12549646198749542
26,0.09146737307310104,0.09971170872449875,0.052762001752853394,0.14584429562091827,0.12653031945228577
27,0.08944964408874512,0.10706441849470139,0.054913874715566635,0.13421963155269623,0.1304655373096466
28,0.0868389755487442,0.09829781204462051,0.0990884006023407,0.126992329955101,0.14447979629039764
29,0.0916822999715805,0.09277345985174179,0.08972226828336716,0.13341639935970306,0.10825236141681671
30,0.0910709798336029,0.09246286749839783,0.08268138021230698,0.12966537475585938,0.10597129166126251
31,0.0753018781542778,0.08748006820678711,0.09805646538734436,0.14064767956733704,0.1425626128911972
32,0.08129812031984329,0.08056376874446869,0.09761583805084229,0.13911990821361542,0.1652417927980423
33,0.08221276104450226,0.07419797778129578,0.09912245720624924,0.14061859250068665,0.1427984982728958
34,0.08441010117530823,0.09368856251239777,0.08630955219268799,0.13558810949325562,0.13123716413974762
35,0.07410705089569092,0.08785512298345566,0.08694548159837723,0.134707972407341,0.13079513609409332
36,0.06902547925710678,0.08177333325147629,0.09938175976276398,0.14219141006469727,0.1318625956773758
37,0.07944724708795547,0.07798758894205093,0.086386539041996,0.14266258478164673,0.11826950311660767
38,0.07604240626096725,0.07876511663198471,0.07925844937562943,0.15968143939971924,0.10761063545942307
39,0.07591172307729721,0.07054171711206436,0.07792866975069046,0.17095421254634857,0.1056470274925232
40,0.07702776789665222,0.07198446244001389,0.08657332509756088,0.13131485879421234,0.12968996167182922
41,0.07165370136499405,0.06967529654502869,0.0818834900856018,0.1273106038570404,0.14709793031215668
42,0.07008688896894455,0.07098304480314255,0.07658559083938599,0.12211906164884567,0.13901306688785553
43,0.0695505142211914,0.07409311085939407,0.07711918652057648,0.13585235178470612,0.13869033753871918
44,0.06518646329641342,0.07325541228055954,0.07272398471832275,0.14127378165721893,0.1359216421842575
45,0.06584849208593369,0.0700410008430481,0.07913901656866074,0.1623290628194809,0.12225423008203506
46,0.07298094779253006,0.07029880583286285,0.07363617420196533,0.1540372222661972,0.14264826476573944
47,0.06547749042510986,0.06609814614057541,0.07646676152944565,0.13324220478534698,0.1588718742132187
48,0.06252297759056091,0.06460259109735489,0.06579019874334335,0.12967956066131592,0.16562755405902863
49,0.060168493539094925,0.06230815127491951,0.0646829605102539,0.146741583943367,0.1390567570924759
50,0.053295452147722244,0.059794168919324875,0.06794967502355576,0.1491011083126068,0.13794711232185364
51,0.05559149011969566,0.05385599657893181,0.06792506575584412,0.12746039032936096,0.1588963121175766
52,0.05602768808603287,0.05287918075919151,0.06750915199518204,0.12240254878997803,0.124827079474926
53,0.05469464138150215,0.05338529869914055,0.06398580223321915,0.12452540546655655,0.10343005508184433
54,0.053212132304906845,0.05282466486096382,0.06471776217222214,0.12201567739248276,0.10927615314722061
55,0.056345898658037186,0.054965633898973465,0.06321439892053604,0.12181935459375381,0.1303185075521469
56,0.05241280421614647,0.04968378692865372,0.05600029230117798,0.12461099773645401,0.1478869915008545
57,0.0523158498108387,0.049270618706941605,0.05709056928753853,0.15023396909236908,0.1362004280090332
58,0.049151431769132614,0.049897756427526474,0.057578254491090775,0.13806384801864624,0.1374809294939041
59,0.04627419635653496,0.049464523792266846,0.05578986555337906,0.13755856454372406,0.15295957028865814
60,0.0461425743997097,0.046531256288290024,0.060488324612379074,0.1469670832157135,0.157245472073555
61,0.04859701916575432,0.046648841351270676,0.0532369427382946,0.13061805069446564,0.13625966012477875
62,0.04848003759980202,0.04568692669272423,0.04781821742653847,0.13236777484416962,0.13462728261947632
63,0.04387420043349266,0.044500481337308884,0.047453708946704865,0.1235274076461792,0.13678455352783203
64,0.04320117086172104,0.045241374522447586,0.052342113107442856,0.12111341953277588,0.1290837526321411
65,0.04328818991780281,0.04374474659562111,0.050347186625003815,0.12709514796733856,0.12535898387432098
66,0.039016205817461014,0.04374149441719055,0.05151994898915291,0.12921002507209778,0.14295576512813568
67,0.03878142684698105,0.041248809546232224,0.0497787781059742,0.14453721046447754,0.15054212510585785
68,0.03927210345864296,0.039790160953998566,0.04820635914802551,0.14871887862682343,0.13844725489616394
69,0.033921822905540466,0.04315946623682976,0.04715418815612793,0.13804982602596283,0.13962583243846893
70,0.03375538811087608,0.0445750392973423,0.04474744200706482,0.13874807953834534,0.13573065400123596
71,0.03654978424310684,0.04438767582178116,0.04468643292784691,0.15109801292419434,0.13805384933948517
72,0.03352278098464012,0.03972204402089119,0.045494336634874344,0.1563117951154709,0.12828926742076874
73,0.031110554933547974,0.039694227278232574,0.043606776744127274,0.14818525314331055,0.13962723314762115
74,0.03259289264678955,0.03934203460812569,0.03992507979273796,0.14525718986988068,0.1653829663991928
75,0.03167770057916641,0.03816809132695198,0.035729046911001205,0.13699257373809814,0.16863827407360077
76,0.031810589134693146,0.03347887471318245,0.03571654111146927,0.13512440025806427,0.15939278900623322
77,0.03129216283559799,0.03350915387272835,0.04001032933592796,0.1376393437385559,0.1313241571187973
78,0.03151703625917435,0.031727809458971024,0.034350473433732986,0.13868236541748047,0.114376500248909
79,0.0297384150326252,0.031043965369462967,0.03429842367768288,0.1353660523891449,0.11522582918405533
80,0.0293513722717762,0.029840994626283646,0.0367426723241806,0.1339021921157837,0.14006231725215912
81,0.02893408015370369,0.028704484924674034,0.03416205570101738,0.13031361997127533,0.14042814075946808
82,0.02912212908267975,0.031143462285399437,0.033872928470373154,0.11808755248785019,0.13789939880371094
83,0.030865097418427467,0.031482722610235214,0.03355416655540466,0.11865927278995514,0.14087672531604767
84,0.030222106724977493,0.030857300385832787,0.03539261966943741,0.13542687892913818,0.14651715755462646
85,0.02943497896194458,0.028970200568437576,0.03215697035193443,0.12290436029434204,0.14007723331451416
86,0.029678339138627052,0.028177259489893913,0.03229203447699547,0.11984401941299438,0.13638357818126678
87,0.027104297652840614,0.028101176023483276,0.03433168679475784,0.1210247278213501,0.14043226838111877
88,0.027757784351706505,0.027727944776415825,0.031195033341646194,0.1299475133419037,0.1372082233428955
89,0.0298068355768919,0.028544414788484573,0.02930070459842682,0.14932027459144592,0.14519710838794708
90,0.03257904201745987,0.02909458987414837,0.030007779598236084,0.13360260426998138,0.14759163558483124
91,0.02982720173895359,0.03324894979596138,0.03008701279759407,0.11615629494190216,0.17532944679260254
92,0.0297680776566267,0.029131749644875526,0.027718154713511467,0.12366848438978195,0.15154147148132324
93,0.027717268094420433,0.0278292428702116,0.026832986623048782,0.13545553386211395,0.14335422217845917
94,0.02780132368206978,0.026354534551501274,0.02577906847000122,0.1385144591331482,0.13510683178901672
95,0.026214003562927246,0.02622552029788494,0.02381415106356144,0.14740391075611115,0.13572731614112854
96,0.02613394893705845,0.02414315938949585,0.023889169096946716,0.11893825978040695,0.13350263237953186
97,0.02927485667169094,0.02889508567750454,0.02802105061709881,0.1175747886300087,0.14170955121517181
98,0.02776815928518772,0.027210906147956848,0.028506124392151833,0.1272319108247757,0.14357922971248627
99,0.026355816051363945,0.0262690968811512,0.025076711550354958,0.13055551052093506,0.12983524799346924
100,0.02460150420665741,0.026087209582328796,0.023184847086668015,0.14468467235565186,0.13090787827968597
