,Adadelta,Adagrad,Adam,AdamW,Adamax,ASGD,NAdam,RAdam,RMSprop,SGD
0,0.3999919891357422,0.3999919891357422,0.7999839782714844,0.3999919891357422,0.5999879837036133,0.1999959945678711,0.1999959945678711,0.3999919891357422,0.7999839782714844,0.5999879837036133
1,0.19986455142498016,0.19836898148059845,0.17426663637161255,0.17453986406326294,0.19482994079589844,0.16401371359825134,0.15898194909095764,0.1990097016096115,0.11090617626905441,0.15649692714214325
2,0.19976677000522614,0.19452731311321259,0.16148172318935394,0.15877500176429749,0.17495772242546082,0.13005225360393524,0.15495777130126953,0.19756750762462616,0.10045721381902695,0.13044004142284393
3,0.19961832463741302,0.1874130815267563,0.10471384972333908,0.11942502111196518,0.1576235592365265,0.12197192013263702,0.10296990722417831,0.1951494961977005,0.08834774792194366,0.11970112472772598
4,0.199492946267128,0.17654959857463837,0.0986536517739296,0.11262774467468262,0.15740840137004852,0.12007150799036026,0.09741617739200592,0.19090816378593445,0.10896723717451096,0.10844548046588898
5,0.1993563175201416,0.16355852782726288,0.10597860813140869,0.0862812027335167,0.1146731972694397,0.11738002300262451,0.09270750731229782,0.18586355447769165,0.07531096786260605,0.1084141880273819
6,0.19920676946640015,0.1554480642080307,0.10683494806289673,0.09059886634349823,0.11430897563695908,0.11735890060663223,0.09854709357023239,0.17904658615589142,0.10032667219638824,0.11387770622968674
7,0.19909654557704926,0.15365548431873322,0.09721405804157257,0.09874105453491211,0.1242210790514946,0.11924182623624802,0.0932513028383255,0.1712588369846344,0.08230452984571457,0.1225639134645462
8,0.1989721953868866,0.14821305871009827,0.10067591816186905,0.105160191655159,0.09833022207021713,0.12531106173992157,0.10315988212823868,0.165253147482872,0.09713577479124069,0.13146398961544037
9,0.1988239735364914,0.15459269285202026,0.09372374415397644,0.11261998862028122,0.09599307924509048,0.13934184610843658,0.09693016856908798,0.16031603515148163,0.0924057587981224,0.13567088544368744
10,0.19868306815624237,0.1661347597837448,0.09458652138710022,0.10705285519361496,0.10588299483060837,0.14396043121814728,0.08694040030241013,0.15929150581359863,0.09118194878101349,0.15073536336421967
11,0.19855202734470367,0.1625135838985443,0.10054481029510498,0.0845334529876709,0.1295575350522995,0.14134074747562408,0.08046729862689972,0.15918415784835815,0.09515475481748581,0.1586422324180603
12,0.19840620458126068,0.14148496091365814,0.09886886924505234,0.10347690433263779,0.1270783543586731,0.141115203499794,0.1032036542892456,0.15935754776000977,0.09147964417934418,0.153756782412529
13,0.198275625705719,0.13715557754039764,0.12477231025695801,0.1042574793100357,0.12106143683195114,0.1450132578611374,0.10075435787439346,0.1634472906589508,0.08231847733259201,0.1450018733739853
14,0.19811812043190002,0.1293124407529831,0.1297767460346222,0.1117694154381752,0.12077780812978745,0.14508023858070374,0.10842191427946091,0.16397035121917725,0.08205697685480118,0.1427590548992157
15,0.19799165427684784,0.12174587696790695,0.11649221181869507,0.10628106445074081,0.10480382293462753,0.1420505791902542,0.050538528710603714,0.15563511848449707,0.07790054380893707,0.13942483067512512
16,0.1978401094675064,0.12357423454523087,0.09651520103216171,0.0985364243388176,0.10760696232318878,0.1405448168516159,0.05074897035956383,0.1399788111448288,0.07985677570104599,0.13946650922298431
17,0.1977255791425705,0.12018215656280518,0.11633727699518204,0.09261981397867203,0.11509528011083603,0.14162874221801758,0.12677989900112152,0.14552083611488342,0.06530525535345078,0.14087848365306854
18,0.1975756138563156,0.11321604251861572,0.116297148168087,0.07946179807186127,0.11665278673171997,0.1375785619020462,0.1013033390045166,0.1461387723684311,0.07720788568258286,0.14275366067886353
19,0.19743244349956512,0.12065389007329941,0.10891225188970566,0.11649878323078156,0.10906350612640381,0.13637247681617737,0.09566541016101837,0.12724480032920837,0.07740360498428345,0.14220839738845825
