,ELU,Hardshrink,Hardsigmoid,Hardtanh,Hardswish,LeakyReLU,LogSigmoid,PReLU,ReLU,ReLU6,RReLU,SELU,CELU,GELU,Sigmoid,SiLU,Mish,Softplus,Softshrink,Softsign,Tanh,Tanhshrink,Softmax
0,0.1999959945678711,0.1999959945678711,0.7997440695762634,0.1999959945678711,0.5999879837036133,0.5999879837036133,0.6002376079559326,0.5999879837036133,0.1999959945678711,0.5999879837036133,0.1999959945678711,0.7999839782714844,0.1999959945678711,0.1999959945678711,0.39987197518348694,0.3999919891357422,0.5999879837036133,0.5997385382652283,0.3999919891357422,0.5999879837036133,0.7999839782714844,0.1999959945678711,0.19999198615550995
1,0.17055021226406097,0.19481657445430756,0.15882384777069092,0.17018356919288635,0.18820658326148987,0.1700974553823471,0.158212810754776,0.17308712005615234,0.17452168464660645,0.17426487803459167,0.17791126668453217,0.1691068857908249,0.17364490032196045,0.18657775223255157,0.15773165225982666,0.1908368319272995,0.18291394412517548,0.15782183408737183,0.1954641193151474,0.18501852452754974,0.17743603885173798,0.1952480524778366,0.19073747098445892
2,0.15834157168865204,0.19008733332157135,0.15478931367397308,0.1564432680606842,0.16285057365894318,0.15855954587459564,0.09122665971517563,0.15836374461650848,0.15771901607513428,0.15757109224796295,0.1565924733877182,0.15804289281368256,0.1572304219007492,0.1586856096982956,0.15716806054115295,0.15891794860363007,0.15882280468940735,0.08591914921998978,0.19010762870311737,0.15826454758644104,0.15924131870269775,0.1901894062757492,0.18129484355449677
3,0.12026231735944748,0.1855461299419403,0.08504372090101242,0.117552749812603,0.15794332325458527,0.12424863874912262,0.09016537666320801,0.10423842817544937,0.12308003753423691,0.1021667867898941,0.11222505569458008,0.10791041702032089,0.10299886763095856,0.13071957230567932,0.08883798122406006,0.14944693446159363,0.11617672443389893,0.0802847221493721,0.18578486144542694,0.15649820864200592,0.17258217930793762,0.1858913004398346,0.17382803559303284
4,0.10831954330205917,0.1816147267818451,0.0814201682806015,0.10386081039905548,0.12940990924835205,0.11359013617038727,0.11935987323522568,0.09534848481416702,0.1004846841096878,0.08274370431900024,0.10911279171705246,0.10380685329437256,0.10029784590005875,0.11444605886936188,0.08909548074007034,0.11710149049758911,0.08868437260389328,0.09008929133415222,0.18151278793811798,0.1445464938879013,0.10536235570907593,0.18169839680194855,0.16830779612064362
5,0.11498118937015533,0.17781735956668854,0.10649166256189346,0.08869655430316925,0.12183220684528351,0.09906342625617981,0.11133784055709839,0.09057597070932388,0.09978234767913818,0.0900786742568016,0.10759267956018448,0.10731589794158936,0.11650679260492325,0.11266689747571945,0.12490110844373703,0.10678467899560928,0.0861605778336525,0.06271781772375107,0.17784644663333893,0.14015774428844452,0.10614794492721558,0.17791016399860382,0.16331323981285095
6,0.1112271323800087,0.17401063442230225,0.11275823414325714,0.11013851314783096,0.11212358623743057,0.10283356159925461,0.10484408587217331,0.10144390165805817,0.08599784225225449,0.0889689102768898,0.11539659649133682,0.10054522007703781,0.11635497957468033,0.09931528568267822,0.1154266968369484,0.10252996534109116,0.09872275590896606,0.1501396745443344,0.17454443871974945,0.11550595611333847,0.11400365829467773,0.17463801801204681,0.16057296097278595
7,0.11108271032571793,0.17104439437389374,0.11423444747924805,0.08123285323381424,0.11121668666601181,0.10749959945678711,0.09865620732307434,0.10381529480218887,0.11438571661710739,0.1263636350631714,0.1245119571685791,0.10326077044010162,0.10805032402276993,0.0967470034956932,0.13380475342273712,0.1046031042933464,0.07593827694654465,0.12052243202924728,0.17147906124591827,0.08205890655517578,0.12249498814344406,0.17145825922489166,0.15820623934268951
8,0.10935176908969879,0.16828122735023499,0.10192020237445831,0.08328842371702194,0.12152519077062607,0.10159895569086075,0.08811982721090317,0.09261609613895416,0.11218591779470444,0.10729377716779709,0.12440933287143707,0.09148617088794708,0.10407966375350952,0.09977004677057266,0.10734837502241135,0.10778744518756866,0.11499154567718506,0.10079443454742432,0.16871018707752228,0.08545821160078049,0.12026119232177734,0.16877387464046478,0.1574658900499344
9,0.10408353805541992,0.1658964902162552,0.09679310023784637,0.10697505623102188,0.10235762596130371,0.09858400374650955,0.09675364196300507,0.10992536693811417,0.11376603692770004,0.10299170017242432,0.11772967875003815,0.09451153129339218,0.111550472676754,0.11585526913404465,0.12632067501544952,0.11853330582380295,0.09157009422779083,0.10324405878782272,0.16604529321193695,0.12830877304077148,0.1281575709581375,0.16631074249744415,0.15709388256072998
10,0.12475850433111191,0.16365297138690948,0.10128698498010635,0.09668741375207901,0.09965396672487259,0.10415668785572052,0.11624611914157867,0.10869648307561874,0.10694122314453125,0.1065431758761406,0.11181557178497314,0.10881506651639938,0.10711027681827545,0.08198802918195724,0.1303226500749588,0.12228001654148102,0.11595598608255386,0.09805610030889511,0.16384992003440857,0.1357862800359726,0.10524346679449081,0.1637016236782074,0.1581301987171173
11,0.10401797294616699,0.16180835664272308,0.09563790261745453,0.11720901727676392,0.11463790386915207,0.1096520945429802,0.12481339275836945,0.09594609588384628,0.09497340768575668,0.11400558054447174,0.10305935144424438,0.11401796340942383,0.11094623059034348,0.10111629962921143,0.1430949568748474,0.11111629009246826,0.10811958461999893,0.07892993837594986,0.1622699797153473,0.1143922433257103,0.098869189620018,0.16184012591838837,0.15758581459522247
12,0.09991289675235748,0.16043540835380554,0.1499185711145401,0.10812082141637802,0.09904603660106659,0.0986127108335495,0.10791567713022232,0.08505018055438995,0.09131719172000885,0.10247782617807388,0.10527557134628296,0.10407531261444092,0.11223051697015762,0.08121154457330704,0.12987922132015228,0.111288882791996,0.11599375307559967,0.08420165628194809,0.160853311419487,0.12092652171850204,0.11490590870380402,0.1601864993572235,0.1565232276916504
13,0.10496371239423752,0.15924108028411865,0.11564148962497711,0.10868791490793228,0.10731714218854904,0.10279949009418488,0.10887177288532257,0.10743991285562515,0.11123722791671753,0.10973227024078369,0.08791133761405945,0.10456409305334091,0.111885204911232,0.10667701065540314,0.11675193160772324,0.10814466327428818,0.1027856394648552,0.09556523710489273,0.1598258763551712,0.12122031301259995,0.07655874639749527,0.15907692909240723,0.15508700907230377
14,0.10427512973546982,0.1584523320198059,0.11511101573705673,0.12160991877317429,0.10014469921588898,0.12332840263843536,0.06721493601799011,0.07839788496494293,0.08357645571231842,0.11200623959302902,0.056835759431123734,0.10068836063146591,0.11612068861722946,0.1063060536980629,0.1096661239862442,0.06768708676099777,0.12239199876785278,0.11825428158044815,0.15892647206783295,0.12126922607421875,0.07608993351459503,0.15804706513881683,0.15685421228408813
15,0.11404304951429367,0.15800395607948303,0.13589781522750854,0.10518380254507065,0.11083202809095383,0.10895966738462448,0.06583433598279953,0.11695212125778198,0.08871282637119293,0.11297094076871872,0.10631423443555832,0.09769294410943985,0.11566811054944992,0.10890556871891022,0.10196900367736816,0.11885625123977661,0.09379918873310089,0.1494259387254715,0.15848247706890106,0.11703989654779434,0.1177818551659584,0.15759986639022827,0.15942136943340302
16,0.11139100790023804,0.15759265422821045,0.1442292034626007,0.10797512531280518,0.11013956367969513,0.10852594673633575,0.07572885602712631,0.11180807650089264,0.09197277575731277,0.09387137740850449,0.1047876626253128,0.11157863587141037,0.10707449913024902,0.1089463010430336,0.08438263088464737,0.10486333817243576,0.08916763216257095,0.14419923722743988,0.15828894078731537,0.11572295427322388,0.09937317669391632,0.15734440088272095,0.1636175662279129
17,0.09821700304746628,0.157776340842247,0.1382247656583786,0.09887374937534332,0.10857909172773361,0.12085159122943878,0.05877862125635147,0.10209639370441437,0.0915953516960144,0.08902201801538467,0.10244899243116379,0.11222027987241745,0.11287889629602432,0.11622070521116257,0.08430136740207672,0.10225152969360352,0.10576146095991135,0.11754748970270157,0.1579633206129074,0.1107063814997673,0.09491435438394547,0.1570225954055786,0.1645013839006424
18,0.09508019685745239,0.15786726772785187,0.13820192217826843,0.10164516419172287,0.1071600466966629,0.10703829675912857,0.1039104238152504,0.08734747767448425,0.07000166922807693,0.10719219595193863,0.1028652936220169,0.10708314180374146,0.09131869673728943,0.09939102083444595,0.14315730333328247,0.10287747532129288,0.09339582175016403,0.07885194569826126,0.1584506630897522,0.09848996251821518,0.11499173939228058,0.15724770724773407,0.16341166198253632
19,0.10420190542936325,0.15751545131206512,0.14240795373916626,0.1209561750292778,0.10722901672124863,0.06807643175125122,0.11511876434087753,0.09314694255590439,0.10721615701913834,0.10427361726760864,0.10208692401647568,0.10841887444257736,0.08991466462612152,0.11753673851490021,0.08059590309858322,0.10217640548944473,0.09399157017469406,0.0827251598238945,0.15936008095741272,0.09832742065191269,0.10087917000055313,0.15710680186748505,0.1680673211812973
20,0.10893326252698898,0.15793673694133759,0.13814979791641235,0.12470047920942307,0.09684792160987854,0.04917273670434952,0.11962517350912094,0.10430770367383957,0.10257821530103683,0.10275113582611084,0.09922347217798233,0.10372128337621689,0.10078638792037964,0.10096968710422516,0.07846403121948242,0.11548119783401489,0.09563267230987549,0.08368448168039322,0.15981201827526093,0.10997636616230011,0.08691050857305527,0.15776224434375763,0.16436932981014252
21,0.10550500452518463,0.15894488990306854,0.16343869268894196,0.12134603410959244,0.09317909926176071,0.0676909014582634,0.11958291381597519,0.10392390936613083,0.09516312181949615,0.10395437479019165,0.10936976969242096,0.09681273251771927,0.11598173528909683,0.11083769053220749,0.13190017640590668,0.10609094053506851,0.108812116086483,0.0826256200671196,0.15996764600276947,0.10960596054792404,0.09489209949970245,0.1575223058462143,0.16303633153438568
22,0.10168971866369247,0.1599528193473816,0.12308938801288605,0.11218118667602539,0.10785365104675293,0.0736289694905281,0.11264973878860474,0.11080675572156906,0.09679331630468369,0.11313041299581528,0.08949502557516098,0.09147866815328598,0.09152461588382721,0.10530457645654678,0.13819102942943573,0.10238790512084961,0.11658654361963272,0.13213716447353363,0.15966136753559113,0.1111522912979126,0.10592120885848999,0.1585555523633957,0.15859203040599823
23,0.1087256669998169,0.16111145913600922,0.13315008580684662,0.1087990328669548,0.10160934180021286,0.05369192361831665,0.12454681843519211,0.1048012301325798,0.09739866852760315,0.10008420795202255,0.09259345382452011,0.10140329599380493,0.08389662951231003,0.10156970471143723,0.15383301675319672,0.10219929367303848,0.11989835649728775,0.11815886944532394,0.1601681411266327,0.10696841776371002,0.09464645385742188,0.15957851707935333,0.15466733276844025
