,Const,Liniowy od 1,Liniowy do 1
40,0.019818125292658806,0.006184934172779322,0.012452216818928719
41,0.01875571720302105,0.005898794159293175,0.016391290351748466
42,0.0078059593215584755,0.023180266842246056,0.005917675793170929
43,0.007522169034928083,0.023077793419361115,0.014220386743545532
44,0.008922253735363483,0.02346774749457836,0.013554445467889309
45,0.011234070174396038,0.02457643859088421,0.01857863739132881
46,0.018386244773864746,0.013696357607841492,0.01071968860924244
47,0.01265997439622879,0.013254858553409576,0.013784373179078102
48,0.026285624131560326,0.02879858948290348,0.0189569853246212
49,0.01612142287194729,0.029054919257760048,0.03061816468834877
50,0.02434733882546425,0.02294103242456913,0.03810718283057213
51,0.01451111864298582,0.02288081683218479,0.011534254066646099
52,0.014571893028914928,0.008773148991167545,0.014445984736084938
53,0.01300685852766037,0.02102455124258995,0.013003786094486713
54,0.009193132631480694,0.011526841670274734,0.012444041669368744
55,0.016710057854652405,0.007315917406231165,0.02775350771844387
56,0.039257731288671494,0.03358360752463341,0.009001967497169971
57,0.013972553424537182,0.016968807205557823,0.03802504390478134
58,0.01999065838754177,0.01911137066781521,0.03505663573741913
59,0.022749722003936768,0.029597362503409386,0.022772958502173424
60,0.030402515083551407,0.028771383687853813,0.022860100492835045
61,0.045459456741809845,0.016282835975289345,0.04034862294793129
62,0.04680224135518074,0.017690449953079224,0.02629535272717476
63,0.023635612800717354,0.020375654101371765,0.025056228041648865
64,0.026899859309196472,0.021289067342877388,0.016696864739060402
65,0.031235236674547195,0.007376831956207752,0.014594011008739471
66,0.03587748855352402,0.011837546713650227,0.027928439900279045
67,0.02230093814432621,0.018475402146577835,0.029425835236907005
68,0.021092303097248077,0.025202078744769096,0.03141266852617264
69,0.03844107687473297,0.037818532437086105,0.04712837561964989
70,0.05012459307909012,0.03485346958041191,0.027736682444810867
71,0.019613755866885185,0.03537425026297569,0.026177039369940758
72,0.01419661846011877,0.03695610910654068,0.021588025614619255
73,0.032170988619327545,0.030392605811357498,0.030126694589853287
74,0.03769904747605324,0.029610533267259598,0.039280325174331665
75,0.03250318393111229,0.042949628084897995,0.025461602956056595
76,0.021539796143770218,0.036786727607250214,0.020654702559113503
77,0.02143576368689537,0.04183425009250641,0.03900520130991936
78,0.0377153605222702,0.03506918251514435,0.03966783732175827
79,0.04378938302397728,0.029453936964273453,0.03225227817893028
80,0.032507773488759995,0.01805272325873375,0.037478525191545486
81,0.03474359214305878,0.0199686698615551,0.04035845398902893
82,0.04748144373297691,0.03330318257212639,0.044900696724653244
83,0.03633355721831322,0.029450103640556335,0.028281599283218384
84,0.03229131922125816,0.03691929951310158,0.03366301208734512
85,0.03594917058944702,0.03985872119665146,0.03357543796300888
86,0.04931791499257088,0.03478754684329033,0.018532520160079002
87,0.029346898198127747,0.01889129728078842,0.020733492448925972
88,0.026931924745440483,0.02250685542821884,0.0416683666408062
89,0.019503165036439896,0.037561070173978806,0.025229642167687416
90,0.02126365341246128,0.029020512476563454,0.04443551227450371
91,0.053023871034383774,0.03540513664484024,0.04391472041606903
92,0.036562927067279816,0.03510555624961853,0.039599280804395676
93,0.03896317631006241,0.019031522795557976,0.026457900181412697
94,0.03417828306555748,0.02114473097026348,0.03744741901755333
95,0.04212181642651558,0.03696627542376518,0.03586694225668907
96,0.029923025518655777,0.033270176500082016,0.03288746997714043
97,0.039019640535116196,0.02204464189708233,0.04041169211268425
98,0.042007215321063995,0.028976211324334145,0.04502851516008377
99,0.04286855459213257,0.032948389649391174,0.03898882865905762
100,0.047409482300281525,0.03346773609519005,0.03316229581832886
