,layers=1,layers=2,layers=3,layers=4,layers=5,layers=6,layers=7,layers=8,layers=9,layers=10,layers=11,layers=12,layers=13,layers=14,layers=15,layers=16,layers=17,layers=18,layers=19,layers=20
0,0.399991899728775,0.7999839782714844,0.3999919891357422,0.3999919891357422,0.5999879837036133,0.3999919891357422,0.3999919891357422,0.5999879837036133,0.7999839782714844,0.5999879837036133,0.3999919891357422,0.5999879837036133,0.3999919891357422,0.7999839782714844,0.3999919891357422,0.7999839782714844,0.5999879837036133,0.5999879837036133,0.5999879837036133,0.5999879837036133
1,0.24597612023353577,0.3378240764141083,0.37962931394577026,0.38655993342399597,0.38738584518432617,0.38809680938720703,0.38751134276390076,0.3898923099040985,0.38843783736228943,0.3887353539466858,0.38800081610679626,0.38954421877861023,0.38772115111351013,0.38844653964042664,0.38898831605911255,0.3889741599559784,0.38923248648643494,0.3888351619243622,0.38896700739860535,0.38915902376174927
2,0.017340052872896194,0.19550739228725433,0.2934437692165375,0.35682278871536255,0.36869704723358154,0.3712743818759918,0.3707175850868225,0.3723307251930237,0.37080734968185425,0.37596574425697327,0.37297913432121277,0.37631717324256897,0.37189731001853943,0.37557920813560486,0.37842026352882385,0.3714573383331299,0.37229618430137634,0.3737940490245819,0.3755978047847748,0.3774861991405487
3,0.028545573353767395,0.08590533584356308,0.08141165226697922,0.26306137442588806,0.32928231358528137,0.3481985330581665,0.3482804596424103,0.3504645824432373,0.3498450219631195,0.3596808910369873,0.35502609610557556,0.361970990896225,0.3543040156364441,0.3593059182167053,0.3643638789653778,0.3488992750644684,0.35579901933670044,0.3575780987739563,0.3610970377922058,0.3665703237056732
4,0.027365749701857567,0.023402070626616478,0.059931542724370956,0.10668431967496872,0.25164300203323364,0.30843666195869446,0.3198069930076599,0.3249410390853882,0.32465681433677673,0.34229299426078796,0.3327041566371918,0.34657105803489685,0.3300740718841553,0.3392619788646698,0.34960809350013733,0.3259938657283783,0.332448273897171,0.3402954936027527,0.3451891839504242,0.35350972414016724
5,0.02959180809557438,0.025611598044633865,0.0441092848777771,0.0805962011218071,0.07772648334503174,0.2462906390428543,0.27974066138267517,0.29421764612197876,0.2963655889034271,0.3228568434715271,0.30847907066345215,0.32914185523986816,0.3041108250617981,0.3191385567188263,0.33433470129966736,0.3007862865924835,0.308915913105011,0.3189880847930908,0.32838174700737,0.34000760316848755
6,0.01569773443043232,0.022028548642992973,0.03187624737620354,0.035297226160764694,0.07624870538711548,0.09440050274133682,0.23574495315551758,0.2595847547054291,0.2644415497779846,0.2980417013168335,0.28236526250839233,0.3084714114665985,0.2784709632396698,0.29694652557373047,0.3187197744846344,0.2727839946746826,0.28591060638427734,0.2967468202114105,0.3115694224834442,0.32630684971809387
7,0.013697238638997078,0.021248217672109604,0.03143204376101494,0.03389247879385948,0.05219933018088341,0.0887252539396286,0.1267586052417755,0.23189163208007812,0.2351234406232834,0.27682235836982727,0.2565672993659973,0.287905216217041,0.25292423367500305,0.273977130651474,0.3009929955005646,0.25247812271118164,0.26233354210853577,0.27460798621177673,0.2920966148376465,0.31162095069885254
8,0.024174557998776436,0.011658638715744019,0.02237127721309662,0.05032559856772423,0.03285172954201698,0.04648337885737419,0.07421651482582092,0.15106205642223358,0.2235809862613678,0.2463190108537674,0.233482226729393,0.26711180806159973,0.23324771225452423,0.25417017936706543,0.28379055857658386,0.2285165786743164,0.23780643939971924,0.2552239000797272,0.2736404538154602,0.2970835566520691
9,0.02103317342698574,0.011488880030810833,0.030736073851585388,0.013072118163108826,0.026176169514656067,0.026174286380410194,0.07548107951879501,0.14144673943519592,0.10855560749769211,0.22471213340759277,0.2213854044675827,0.2434055060148239,0.21863718330860138,0.23628918826580048,0.2663373053073883,0.21448495984077454,0.22609364986419678,0.23930969834327698,0.2545679211616516,0.2830483615398407
10,0.020426882430911064,0.03424515575170517,0.011869766749441624,0.006758174393326044,0.03597607463598251,0.031506963074207306,0.048671942204236984,0.09838354587554932,0.08784236013889313,0.16682277619838715,0.15276385843753815,0.22054517269134521,0.17560671269893646,0.21919484436511993,0.24446344375610352,0.17724286019802094,0.21778903901576996,0.2213703691959381,0.23722076416015625,0.26879802346229553
11,0.014338308945298195,0.013813579455018044,0.01845329813659191,0.025389892980456352,0.04251004382967949,0.030407343059778214,0.024905841797590256,0.05620938539505005,0.06272252649068832,0.08993721008300781,0.10528252273797989,0.21198344230651855,0.09188631922006607,0.1819724440574646,0.225996732711792,0.11692202091217041,0.14333654940128326,0.2119406759738922,0.22496695816516876,0.25628945231437683
12,0.02606777660548687,0.007058685179799795,0.031578510999679565,0.013157600536942482,0.02850259654223919,0.01649652235209942,0.02531849406659603,0.042378515005111694,0.06677167862653732,0.09696836769580841,0.07534468173980713,0.14270345866680145,0.0792447105050087,0.11730319261550903,0.21331162750720978,0.10361242294311523,0.09739560633897781,0.16126801073551178,0.21535268425941467,0.24276423454284668
13,0.012016757391393185,0.018125109374523163,0.022019360214471817,0.015014576725661755,0.018365779891610146,0.020511619746685028,0.03599987179040909,0.05479874089360237,0.06671072542667389,0.053720783442258835,0.09563948214054108,0.0767667219042778,0.080408476293087,0.09606029093265533,0.19134272634983063,0.10292503982782364,0.0879037007689476,0.10571739822626114,0.19428084790706635,0.23095451295375824
14,0.009841375052928925,0.01937052607536316,0.020886501297354698,0.02540147863328457,0.01919872686266899,0.021192966029047966,0.031176019459962845,0.035934027284383774,0.042419809848070145,0.05331703647971153,0.07172071188688278,0.0792374387383461,0.07329428195953369,0.09093238413333893,0.12535038590431213,0.08431049436330795,0.0656823068857193,0.09429066628217697,0.1363382339477539,0.21826158463954926
15,0.018009239807724953,0.023950830101966858,0.01697995699942112,0.01593203656375408,0.03185531124472618,0.019013216719031334,0.024716347455978394,0.02969791553914547,0.02684575691819191,0.05129453167319298,0.07306640595197678,0.0749407708644867,0.06857564300298691,0.09443005174398422,0.0725962445139885,0.08119034022092819,0.06360603868961334,0.08184505999088287,0.09187652915716171,0.21222053468227386
16,0.013380417600274086,0.011024335399270058,0.019500672817230225,0.014546237885951996,0.03170530125498772,0.014490269124507904,0.025837689638137817,0.03251555189490318,0.02481980435550213,0.05454380437731743,0.07159806042909622,0.07317065447568893,0.06761687994003296,0.0960819274187088,0.0669429823756218,0.11970501393079758,0.05710906907916069,0.09562282264232635,0.07567016780376434,0.18008041381835938
