,Const,Liniowy od 1,Liniowy do 1
89,4.9736652727006e-05,1.0048985132016242e-05,3.439377178438008e-05
90,2.4253395167761482e-06,8.728969987714663e-06,0.00023623357992619276
91,0.0008208114886656404,9.574050636729226e-06,0.00012210747809149325
92,5.674001295119524e-05,6.955363005545223e-07,0.00036627589724957943
93,1.7170373212138657e-07,4.4823536882176995e-06,7.513328455388546e-05
94,3.590329652070068e-05,4.617106696969131e-07,1.2386308299028315e-06
95,8.104834705591202e-07,0.000625696440692991,3.678291250253096e-05
96,7.607860607095063e-05,3.373143044882454e-07,0.0007770924712531269
97,0.0002924866566900164,6.145310180727392e-07,0.0001233859220519662
98,3.7147772218304453e-06,1.6808735381346196e-05,0.00026617871480993927
99,0.00023406921536661685,1.752787284203805e-07,2.241112815681845e-05
100,2.5364861357957125e-05,2.636393764987588e-05,3.1651238714403007e-06
