,<class 'torch.optim.adadelta.Adadelta'>,<class 'torch.optim.adagrad.Adagrad'>,<class 'torch.optim.adam.Adam'>,<class 'torch.optim.adamw.AdamW'>,<class 'torch.optim.adamax.Adamax'>,<class 'torch.optim.asgd.ASGD'>,<class 'torch.optim.nadam.NAdam'>,<class 'torch.optim.radam.RAdam'>,<class 'torch.optim.rmsprop.RMSprop'>,<class 'torch.optim.rprop.Rprop'>,<class 'torch.optim.sgd.SGD'>
0,20.638517379760742,24.907175064086914,28.10963249206543,26.55293083190918,22.45656967163086,22.084117889404297,26.409032821655273,23.915775299072266,26.962249755859375,29.92390251159668,28.487279891967773
1,16.625028610229492,13.431723594665527,14.300646781921387,14.972994804382324,16.12080955505371,13.203570365905762,14.989409446716309,14.851320266723633,8.796693801879883,0.23008151352405548,12.358097076416016
2,14.5398530960083,13.83765697479248,12.993144035339355,12.931729316711426,18.142948150634766,7.857402324676514,11.348459243774414,15.244038581848145,0.0003655644541140646,2.03971529006958,6.735947608947754
3,17.458982467651367,17.534238815307617,8.299452781677246,7.652366638183594,14.208175659179688,4.308018684387207,2.4409115314483643,16.162372589111328,7.481949069187976e-07,426.7139587402344,1.9355671405792236
4,18.154464721679688,15.832783699035645,0.563886284828186,0.5298294425010681,13.1210355758667,1.7763231992721558,0.0005294279544614255,13.936835289001465,2.2877393348608166e-06,376.0179443359375,1.557633638381958
5,15.345793724060059,16.482070922851562,9.547511581331491e-08,2.8090476916986518e-05,10.952013969421387,1.1473196744918823,0.00035778392339125276,17.340757369995117,4.680343408836052e-06,415.0345764160156,1.08331298828125
6,15.44952392578125,12.964738845825195,2.71259432338411e-06,0.0005229089874774218,5.749488353729248,0.30982622504234314,0.00011873769108206034,14.74429988861084,5.09546453031362e-07,374.2470703125,0.03691607713699341
7,15.367770195007324,13.09070110321045,2.375105395913124e-06,1.022509422909934e-05,1.7193071842193604,0.010209010913968086,8.800868090474978e-05,15.3107328414917,3.552713678800501e-09,393.5799560546875,0.02986958622932434
8,15.59216594696045,14.98876667022705,9.876861440716311e-05,1.877918839454651e-05,8.621072629466653e-05,0.0132683040574193,2.7158204829902388e-05,15.462857246398926,1.0559290331002558e-06,380.814208984375,0.00216541881673038
9,15.811220169067383,14.234148025512695,5.139126369613223e-05,2.6471775527170394e-07,8.791068466962315e-06,1.3282136023917701e-05,2.3618864361196756e-05,14.296496391296387,3.075839003940928e-06,403.8026428222656,0.00034818038693629205
10,17.370481491088867,11.916894912719727,2.370700894971378e-05,0.00011810464638983831,0.000713884539436549,1.3727209079661407e-05,5.0723447202472016e-05,15.046099662780762,5.245239663054235e-06,392.71551513671875,0.0002335879544261843
11,15.939218521118164,10.357470512390137,0.0002706785744521767,2.329762082808884e-06,0.00022042752243578434,6.772850611014292e-05,9.36276774154976e-06,15.520235061645508,8.661478204885498e-06,433.6217956542969,0.00011900802928721532
12,14.749640464782715,9.664684295654297,0.00032665356411598623,1.9036292542295996e-07,7.309720331249991e-07,1.6524523744010366e-05,4.913317752652802e-07,11.520584106445312,8.410717782680877e-06,382.8631286621094,3.5046184621023713e-06
13,17.399677276611328,7.539101600646973,2.4953484171419404e-05,2.1349501366785262e-07,1.9077924662269652e-07,5.088659236207604e-07,1.8298769646207802e-05,14.20097541809082,2.2402098693419248e-05,461.8457946777344,7.198442472144961e-05
14,16.220630645751953,5.199041366577148,1.3160766684450209e-05,1.8503316823625937e-05,0.0004082235973328352,0.00017929384193848819,3.050802206416847e-06,12.976216316223145,1.390088891639607e-05,379.95880126953125,1.359245629828365e-06
15,16.744251251220703,4.048422336578369,1.2633363439817913e-05,2.585228685347829e-05,0.00013038945326115936,2.0463630789890885e-06,2.470100298523903e-06,11.6622953414917,4.93755578645505e-08,425.8899841308594,1.425873051630333e-05
16,16.067468643188477,2.9292654991149902,9.533949196338654e-05,0.00017471358296461403,7.286907930392772e-05,6.007121555740014e-06,1.687135227257386e-05,10.2791166305542,1.8339051166549325e-08,376.6724548339844,6.284395203692839e-05
17,15.28367805480957,1.8256458044052124,1.3840510291629471e-05,5.2525498176692054e-05,4.1377484194526915e-07,1.6028210666263476e-05,1.6722828149795532e-05,8.906204223632812,4.0108716348186135e-08,412.06280517578125,3.971369005739689e-05
18,16.272184371948242,0.48498114943504333,0.0001729532377794385,1.5139812603592873e-05,1.992157194763422e-08,3.515861681080423e-05,0.00012774585047736764,7.77770471572876,3.288462266937131e-06,389.6419982910156,2.204244810855016e-05
19,15.943860054016113,0.029103850945830345,0.0001279615389648825,0.00013488141121342778,1.698907362879254e-05,0.00010870241385418922,1.4100721273280215e-05,6.134660720825195,4.832168087887112e-06,421.3056640625,3.847345942631364e-05
20,17.736364364624023,3.0574688025808427e-06,0.00021378118253778666,1.2562278243422043e-05,2.0112118363613263e-05,1.3442494491755497e-05,1.6273497749352828e-07,3.5420799255371094,2.2090921447670553e-06,412.8328552246094,1.6777471500972752e-07
21,15.596373558044434,1.9036292542295996e-07,6.41892256680876e-05,0.0003746829170268029,1.63796721608378e-06,2.5182676836266182e-05,4.927365807816386e-05,3.1038050651550293,8.065839210757986e-06,398.9325866699219,6.111714174039662e-05
22,17.819202423095703,7.123389877961017e-07,1.958949724212289e-05,4.252637882018462e-05,4.165121936239302e-08,4.752833774546161e-06,2.019774547079578e-05,2.5087685585021973,1.1948031897190958e-05,363.82867431640625,0.00014955927326809615
23,15.31653881072998,1.0756195933936397e-06,3.5709272196982056e-05,1.060052090906538e-05,0.00019333712407387793,3.961758920922875e-09,5.481547304952983e-08,1.2859951257705688,1.0504484635021072e-05,401.0150451660156,3.8520411180797964e-06
24,16.751554489135742,1.2028067430946976e-08,4.5493157813325524e-05,0.00039860812830738723,1.5346822692663409e-06,2.5149185603368096e-05,5.198089638724923e-07,0.4434170722961426,7.465337148460094e-08,368.3980712890625,2.965325620607473e-07
25,14.244349479675293,3.3877768146339804e-08,1.9653271010611206e-08,0.00015077466377988458,1.1572265066206455e-06,7.823984446986287e-07,1.161333784693852e-08,0.031145630404353142,6.704090083076153e-08,425.796630859375,1.4774678675166797e-05
26,15.027544021606445,2.280532953591319e-06,9.183381916955113e-05,1.8319173250347376e-05,0.00010062543879030272,8.207326027331874e-05,7.514927801821614e-06,2.142974153684918e-06,5.764200977864675e-06,355.1910095214844,7.646212907275185e-06
27,14.81689739227295,4.4565240386873484e-07,7.680533599341288e-06,8.709848043508828e-05,1.5039789104775991e-05,6.947411748114973e-07,7.597882358822972e-07,8.768461157160345e-08,6.143456175777828e-06,435.85357666015625,2.0954757928848267e-09
28,16.44977569580078,4.022012944915332e-09,7.049180567264557e-06,1.5181867638602853e-06,2.691522240638733e-05,0.00020957706146873534,5.102956129121594e-05,4.099209945707116e-06,5.2736722864210606e-06,372.29534912109375,0.00010040553024737164
29,14.725578308105469,4.361538685770938e-07,4.780531526193954e-07,4.1282237361883745e-06,1.4958532119635493e-05,2.7762895115301944e-05,2.603201210149564e-09,4.79868413094664e-06,1.0529911378398538e-06,436.95025634765625,1.4705112334922887e-05
30,11.85922908782959,5.7756551541388035e-08,0.00013281818246468902,0.00012598423927556723,3.724126145243645e-05,2.9043620088486932e-05,0.0001582663389854133,1.2066999261151068e-05,2.2675894797430374e-06,339.7008972167969,3.404788367333822e-05
31,13.27203369140625,1.5815112419659272e-07,5.335172318154946e-06,3.144523361697793e-05,1.4800348253629636e-05,1.3709545783058275e-05,8.552363397029694e-06,1.9036292542295996e-07,3.1736126402392983e-06,415.6820373535156,8.968063411884941e-07
32,16.32880973815918,3.062473297177348e-08,7.240362265292788e-06,3.9556744013680145e-06,5.526294444280211e-08,9.366150334244594e-05,5.09546453031362e-07,1.5667468460378586e-06,1.2028067430946976e-10,365.2606506347656,3.153085708618164e-05
33,17.144384384155273,8.208189683500677e-09,6.561636837432161e-06,0.00015586400695610791,4.194996290607378e-05,2.270462573505938e-08,5.5340748076559976e-05,1.1823094610008411e-05,2.675028554222081e-06,440.7066345214844,2.042272626567865e-06
34,15.370477676391602,3.583613761293236e-08,2.8590229703695513e-06,0.00021868939802516252,4.780531526193954e-09,7.947628910187632e-05,4.583876034303103e-06,8.630631782580167e-06,1.55808447743766e-05,375.4318542480469,6.803493306506425e-05
35,16.268951416015625,4.2116903387068305e-07,2.102679445670219e-06,1.074695865099784e-05,4.2433141061337665e-05,3.7679030356230214e-05,1.0039918379334267e-05,7.506716883654008e-07,5.713938662665896e-06,412.3475646972656,7.491416909033433e-06
36,15.784823417663574,3.9617589209228754e-07,3.63849039786146e-07,0.0003494806296657771,8.847711796988733e-06,1.2759092896885704e-05,3.8109726574475644e-06,1.5919149518595077e-06,3.0126102501526475e-08,370.80865478515625,1.6148591157616465e-06
37,14.863753318786621,2.90333446173463e-09,1.2122384305257583e-06,0.0001865292142610997,3.116111429335433e-06,1.921455350384349e-06,2.852175384759903e-09,2.6037596398964524e-06,1.3727208170166705e-07,378.9891662597656,3.6216265471011866e-06
38,18.924108505249023,1.5370460459962487e-10,3.4064578358083963e-05,0.0008200738811865449,2.5152703528874554e-06,3.803696745308116e-05,0.00012915095430798829,1.0929054042208008e-05,8.931974662118591e-07,353.7010192871094,2.2105177777120844e-07
39,17.759469985961914,8.185452315956354e-12,0.00037571738357655704,6.1104074120521545e-06,1.2290968243178213e-06,3.1464878702536225e-08,3.125301009276882e-05,2.2587548301089555e-05,5.526273980649421e-07,435.1983337402344,0.0003178541664965451
