,ELU,Hardshrink,Hardsigmoid,Hardtanh,Hardswish,LeakyReLU,LogSigmoid,PReLU,ReLU,ReLU6,RReLU,SELU,CELU,GELU,Sigmoid,SiLU,Mish,Softplus,Softshrink,Softsign,Tanh,Tanhshrink,Softmax
0,11.626556396484375,6.177643775939941,14.049029350280762,14.349926948547363,11.963337898254395,11.33592700958252,8.288680076599121,16.004615783691406,12.961336135864258,12.00076961517334,10.139241218566895,11.009013175964355,9.08890151977539,8.702630996704102,12.47072982788086,11.046504020690918,16.9339599609375,12.228671073913574,7.197018623352051,6.817689418792725,15.50107479095459,12.05386734008789,12.466572761535645
1,4.707317352294922,5.473672866821289,4.852319717407227,5.586676120758057,5.4160284996032715,5.737024307250977,4.917670726776123,5.363397598266602,5.198791027069092,5.1767730712890625,5.388524055480957,5.041092872619629,4.7608323097229,5.541774272918701,4.418623447418213,4.320106029510498,5.3553314208984375,4.296209812164307,3.5106492042541504,6.977171421051025,4.732809066772461,5.3256731033325195,5.06035852432251
2,3.8990142345428467,3.3541533946990967,3.905366897583008,3.49460768699646,4.634468078613281,3.8442342281341553,2.0449059009552,4.024090766906738,3.351353406906128,5.293187141418457,4.761444091796875,4.33576774597168,3.18941068649292,4.159804821014404,3.6852612495422363,4.334534645080566,5.239056587219238,1.1032341718673706,5.27611780166626,5.337510108947754,4.182178020477295,4.78034782409668,5.459380149841309
3,0.7268375158309937,5.496766090393066,2.6470868587493896,1.9935253858566284,5.191493511199951,1.3433195352554321,0.28679558634757996,1.3126204013824463,1.5220555067062378,1.062263011932373,1.2029920816421509,0.7880694270133972,1.2840772867202759,4.180854320526123,2.583073139190674,4.816038131713867,2.8249049186706543,6.165137892821804e-05,5.068248271942139,4.628537654876709,2.5662343502044678,4.831849098205566,5.008620738983154
4,0.004048486705869436,5.533817291259766,1.622208833694458,0.46641549468040466,2.612265110015869,1.0529911378398538e-06,8.270253601949662e-06,0.00022518917103298008,2.6675797926145606e-05,0.00036265281960368156,0.0007300019497051835,4.4079537474317476e-05,2.3470784071832895e-05,0.24962034821510315,1.421669363975525,1.6862198114395142,0.11462020128965378,2.7923926609219052e-05,5.875429153442383,2.3132827281951904,0.8381206393241882,6.0807647705078125,4.372815132141113
5,8.704509673407301e-05,4.284814834594727,1.0341800451278687,0.09149500727653503,0.03707107529044151,1.1497450032038614e-05,0.00014072496560402215,3.74793671653606e-06,1.0872378879867028e-05,0.00028858540463261306,7.364452176261693e-05,6.17150476500683e-07,3.030596076314396e-07,1.1064994396292605e-06,0.3727196753025055,5.8204022934660316e-05,1.1195791103091324e-06,6.000761277391575e-05,5.006157875061035,2.107116460800171,0.0255968626588583,5.571119785308838,4.770749568939209
6,0.000112169909698423,4.796529293060303,0.24703364074230194,0.0004370995447970927,0.0005040547112002969,6.717239739373326e-05,6.9018346948723774e-06,3.886189006152563e-05,1.6427748050773516e-05,4.3560539779718965e-06,6.409757133951643e-07,4.051080395583995e-06,4.3420364818302915e-05,5.320503260008991e-05,0.0006072511896491051,3.910602754331194e-05,7.465459930244833e-07,4.028365947306156e-05,4.824689865112305,0.933194637298584,0.015481504611670971,6.416024208068848,5.1656718254089355
7,7.20248935976997e-05,4.1608805656433105,0.0009362913551740348,0.00014440857921727002,7.685417813263484e-07,0.00024045913596637547,0.0002820293011609465,2.3008749849395826e-05,3.578339544674236e-07,0.00026701955357566476,3.423455564188771e-05,1.660797897784505e-05,6.703178314637626e-07,2.0737388695124537e-08,0.0001745686458889395,5.881313336431049e-05,3.7442448501678882e-06,3.070823595408001e-08,5.15255069732666,0.4055849015712738,3.446932169026695e-05,5.369117259979248,4.955001354217529
8,9.416054922439798e-07,5.007262706756592,0.0001389544049743563,4.9039634177461267e-05,1.2677465747401584e-05,3.647079438451328e-08,1.128501594394038e-07,5.4869971791049466e-05,5.561778380069882e-07,6.489024963229895e-05,4.707203515863512e-08,8.864504934535944e-07,1.921354305522982e-05,3.1605873118678574e-07,7.458869367837906e-05,7.1355329964717384e-06,2.324034085177118e-07,3.906727215507999e-05,5.592444896697998,0.0029321047477424145,2.781316652544774e-07,4.79673957824707,3.218266010284424
9,3.057694630115293e-05,4.427531719207764,8.095659723039716e-06,9.084035991691053e-05,2.0388667962834006e-06,1.2909418728668243e-05,0.0003811997303273529,0.00012390554184094071,5.4250074754236266e-05,1.4980670130171347e-05,2.8100521376472898e-06,5.2636150940088555e-05,8.707850611244794e-06,3.3380634704371914e-05,1.1994226952083409e-05,0.00020727091759908944,5.272577254800126e-06,0.0001998219231609255,5.396457195281982,0.0004622650449164212,1.0038407708634622e-05,4.4057159423828125,4.517701625823975
