,lr=0.1,lr=0.01,lr=0.001,lr=0.0001,lr=1e-05,lr=1e-06,lr=1e-07,lr=1e-08,lr=1e-09
0,7.248083591461182,13.557089805603027,8.476205825805664,8.527605056762695,13.147071838378906,5.5025954246521,10.426249504089355,4.770456790924072,11.1137113571167
1,1.1301995073154103e-06,0.003391473786905408,0.00015800849359948188,4.038064479827881,6.156289577484131,5.942895412445068,6.030290126800537,6.269916534423828,5.871848106384277
2,0.00047662536962889135,0.05142049118876457,0.0355401337146759,2.510946035385132,5.259160041809082,5.4165873527526855,4.346563816070557,4.894837379455566,5.074262619018555
3,0.0003525985812302679,0.0012371860211715102,2.0361318588256836,0.9947883486747742,5.612468242645264,4.1152825355529785,5.514440059661865,5.932952404022217,4.201692581176758
4,0.0006079446757212281,1.4976979400671553e-05,0.0020315570291131735,0.0002387320128036663,5.656169891357422,4.841020107269287,4.630780220031738,5.669518947601318,5.127817153930664
5,8.597181704317336e-07,6.805066732340492e-09,2.8460670364438556e-05,0.0004384763597045094,5.386874198913574,3.600440263748169,5.585206508636475,4.368384838104248,6.01171875
6,0.00019609845185186714,3.561245591754414e-07,7.077060672600055e-06,6.152914920676267e-06,5.2065043449401855,7.4118971824646,5.437414646148682,3.7699272632598877,5.291961193084717
7,0.00022051956329960376,3.446371920290403e-05,0.00011367483966751024,4.2473529902054e-05,6.044089317321777,5.504741668701172,5.978522300720215,5.628011703491211,6.193761348724365
8,0.0006026538321748376,3.4291522297280608e-06,1.930719918163959e-06,2.0350187696749344e-05,4.630965709686279,5.539395809173584,4.70577335357666,4.549488067626953,4.386264324188232
9,0.00011137339606648311,1.9720175714610377e-08,6.698103970848024e-05,1.4593782907468267e-05,5.193458557128906,5.782077789306641,6.223824501037598,6.309290409088135,5.196606636047363
10,0.002694293623790145,1.0074984402308473e-06,0.00018714189354795963,1.2852944564656354e-05,5.18441104888916,5.035621643066406,2.958291530609131,6.197886943817139,6.459089756011963
11,0.00014267185179051012,3.8597787352046e-05,7.133857434382662e-05,1.1819793144240975e-06,4.489753723144531,3.5238335132598877,5.857100963592529,5.5468573570251465,5.2168169021606445
12,0.00015871656069066375,1.9025892470381223e-05,2.4075498004094698e-06,0.00017961321282200515,4.484277248382568,4.670217037200928,6.522229194641113,4.159977912902832,6.248530387878418
13,0.004090800415724516,3.009370448125992e-05,6.061492604203522e-05,6.105750799179077e-05,5.182530403137207,4.886369228363037,4.467160224914551,4.743510723114014,4.875518321990967
14,1.184934353659628e-05,0.0001253961818292737,3.129567630821839e-05,0.00013320313883014023,5.065279006958008,4.6609368324279785,4.657943248748779,4.958418369293213,6.319614410400391
15,0.0015562030021101236,1.4623074093833566e-06,6.287296400842024e-06,3.793306632360327e-06,6.11311149597168,5.669213771820068,4.894669532775879,5.567173957824707,4.578118801116943
16,0.0008169089560396969,9.00728082342539e-06,2.2280391931417398e-05,0.00014883122639730573,3.846263885498047,5.764146327972412,6.297717094421387,5.590494155883789,5.536707401275635
17,1.9253275240771472e-05,3.7202939893177245e-06,7.171242032200098e-06,0.0006984509527683258,4.0287370681762695,5.9263739585876465,3.6776955127716064,6.306607723236084,4.367248058319092
18,0.0018122348701581359,6.080068487790413e-05,0.0007728181662969291,3.838016255031107e-06,4.3235979080200195,5.678821563720703,6.5119242668151855,6.290765285491943,5.146090984344482
19,0.006190660875290632,0.00012391617929097265,1.1084086509072222e-05,0.00016755906108301133,4.257177829742432,3.8864095211029053,4.6779680252075195,5.055462837219238,4.770824432373047
20,0.0009903046302497387,0.00027561187744140625,0.00019988259009551257,0.00018658784392755479,4.329219341278076,5.82628059387207,5.098513126373291,5.020859718322754,5.709151268005371
21,9.97472398012178e-07,4.940764119965024e-05,2.914925971708726e-06,7.957409252412617e-05,4.07487678527832,4.5823564529418945,5.33306884765625,4.976566314697266,4.235203742980957
22,0.00030236277962103486,2.090251655317843e-06,4.4894231905345805e-06,0.0002939155383501202,2.779437780380249,6.241567611694336,6.406627178192139,6.580398082733154,3.584143877029419
23,8.91395757207647e-09,1.8165115989177139e-06,8.399374564760365e-07,1.4734382602910046e-07,2.983769416809082,6.5328521728515625,4.757676124572754,4.7406487464904785,5.906818389892578
24,0.0001291455264436081,0.00010381687752669677,1.4190390174917411e-05,1.0726544132921845e-06,3.160928249359131,5.084226608276367,5.701579570770264,5.252410888671875,4.993628025054932
25,0.0007249731570482254,9.69901229836978e-05,7.914877642178908e-10,9.990119906433392e-06,2.485053300857544,6.4309892654418945,5.725068092346191,5.146205425262451,3.852374792098999
26,0.0009035637485794723,2.709453838178888e-06,3.766732334042899e-05,4.535496555035934e-05,2.2527151107788086,5.1636810302734375,6.136223793029785,5.032223701477051,5.1897101402282715
27,0.004670592490583658,9.6494468380115e-06,0.0001932840677909553,3.0416474601224763e-06,1.9643185138702393,3.7825920581817627,5.192070007324219,4.437085151672363,5.339019298553467
28,0.0016999688232317567,1.2767610314767808e-05,3.89709384762682e-06,1.4903256669640541e-05,1.187907099723816,4.299672603607178,3.276815176010132,4.097141265869141,5.453733921051025
29,8.29220880405046e-06,0.00015514451661147177,0.000296874059131369,2.1415651644929312e-05,1.6606190204620361,5.031992435455322,6.207849025726318,6.064627647399902,5.581312656402588
30,2.4963010218925774e-05,4.052917574881576e-05,0.00022752791119273752,4.0304847061634064e-05,1.2850465774536133,5.73580265045166,4.760985851287842,5.844742774963379,6.1898698806762695
31,0.0012057891581207514,3.258102515246719e-05,6.341603875625879e-05,0.00012091952521586791,0.9669908881187439,6.076989650726318,6.294127941131592,4.493809700012207,5.0848283767700195
32,0.010522475466132164,2.0069915080966894e-06,1.943329152709339e-06,3.5581157135311514e-05,0.6720646619796753,5.243963241577148,5.474301815032959,5.603631496429443,5.744894027709961
33,0.0019270646153017879,1.3559119906858541e-06,2.1928212845523376e-06,5.849906301591545e-07,0.36788031458854675,5.096869945526123,4.7140727043151855,3.9622962474823,6.35822057723999
34,0.0022333995439112186,1.7643851606408134e-05,3.731113611138426e-05,7.8159173426684e-06,0.19491682946681976,5.748452663421631,5.176783084869385,5.0708160400390625,4.515705108642578
35,0.0010148996952921152,0.00039633605047129095,1.4393335732165724e-06,4.100106889382005e-05,0.00668552378192544,5.812325954437256,4.579187393188477,4.34731388092041,5.295488357543945
36,0.0013377016875892878,0.0003040649462491274,6.156462859507883e-06,1.7756134411683888e-06,0.015780476853251457,5.411726951599121,4.833362102508545,3.5857675075531006,4.47766637802124
37,0.005993597209453583,5.885034624952823e-06,3.857704723486677e-05,2.0165613022982143e-05,0.00031261364347301424,5.819819927215576,5.88705587387085,6.213222026824951,5.262563705444336
38,4.49043363914825e-06,1.3231786397227552e-05,0.0005263712373562157,4.362027539173141e-06,8.896000508684665e-06,6.375284671783447,5.758888244628906,5.552968502044678,4.271701335906982
39,0.0031752679497003555,6.413957453332841e-05,2.5010682293213904e-05,2.8873118935734965e-06,2.1234736777842045e-06,4.600839614868164,4.552468299865723,4.286781311035156,4.965047359466553
40,0.00936499610543251,4.342132342571858e-08,0.0002319583436474204,4.4009539124090225e-06,3.4064578358083963e-05,4.5771379470825195,5.100186347961426,5.733724117279053,4.763603210449219
41,1.341104507446289e-05,0.00015466973127331585,9.214536476065405e-06,2.089562258333899e-06,3.3921664908120874e-06,4.900508403778076,2.84795880317688,6.240340709686279,5.501990795135498
42,0.0006021973094902933,5.4085132433101535e-05,0.0005087653989903629,2.3648283331567654e-08,2.3545735530206002e-06,4.686406135559082,5.701623916625977,5.479216575622559,5.6954145431518555
43,0.00013059643970336765,7.313798278119066e-07,8.957680256571621e-05,0.0001173492637462914,1.996871105802711e-06,4.622047424316406,6.01431131362915,6.56636381149292,5.38142728805542
44,0.0007836060831323266,0.0005626056808978319,8.291345875477418e-05,1.7581816791789606e-05,3.89521119359415e-06,5.785399913787842,6.025702953338623,4.7957353591918945,5.264115333557129
45,0.0007046269020065665,1.467221591155976e-05,1.2905993571621366e-05,1.5184373296506237e-05,3.4088734537363052e-06,5.060920238494873,6.800596714019775,6.787269592285156,4.124109268188477
46,0.0006371270283125341,9.600627890904434e-06,0.0003236269985791296,3.7019221963419113e-06,8.117382321870537e-08,5.9171552658081055,6.9306159019470215,5.467427730560303,4.68622350692749
47,3.827259934041649e-05,0.00014380752691067755,8.950912160798907e-05,3.211726652807556e-05,1.575827468514035e-07,5.423553466796875,4.357361793518066,5.016574859619141,5.050519943237305
48,4.558388809527969e-06,2.1151436158106662e-10,2.751221472863108e-11,9.781724656932056e-06,5.070889073977014e-06,6.0099968910217285,6.050421237945557,5.61173152923584,4.655453681945801
49,0.005145828705281019,2.5364897737745196e-08,4.343125965533545e-06,7.203201221273048e-06,6.72633177600801e-06,5.32623815536499,5.057355880737305,6.8799920082092285,4.771373748779297
50,2.1125360945006832e-05,0.00016801610763650388,2.6685645934776403e-05,7.975710468599573e-05,3.030595871678088e-05,5.454038143157959,5.483497619628906,6.0165114402771,4.411319255828857
51,4.656720193452202e-05,1.4427681662709801e-06,0.0006324536516331136,6.224086973816156e-06,1.5853061086090747e-09,5.587238311767578,5.029244422912598,5.7447509765625,6.435670375823975
52,0.0033511624205857515,2.7409405447542667e-06,0.0004951127339154482,2.947694702015724e-05,3.43356873599987e-06,6.087388515472412,5.218598365783691,6.0670599937438965,6.217672824859619
53,7.692525832680985e-05,1.0642480447131675e-05,1.2503335256042192e-08,6.999973993515596e-05,2.8132503757660743e-06,5.5870041847229,6.320281982421875,5.722830772399902,4.849427223205566
54,5.273651913739741e-05,7.925114914542064e-05,3.3031668863259256e-05,2.45974661083892e-05,1.899262861115858e-05,5.351873874664307,5.5543532371521,5.031258583068848,5.792391300201416
55,0.0009885497856885195,0.00012595747830346227,0.0002462461998220533,3.060859307879582e-05,5.085258817416616e-05,5.164743900299072,3.974762439727783,5.007639408111572,5.673517227172852
56,9.520917956251651e-05,2.8002094040857628e-05,1.8849510752261267e-07,6.71891393722035e-06,7.491416909033433e-08,5.431364059448242,4.916571140289307,6.594882965087891,5.393477916717529
57,1.224155039381003e-05,3.4018339647445828e-06,8.101830462692305e-05,0.00013951704022474587,1.113017242460046e-05,5.230981826782227,5.858659267425537,6.170102119445801,4.386423110961914
58,0.00014872653991915286,1.3797966857964639e-07,0.00020648902864195406,2.6222587621305138e-06,4.1007177060237154e-05,5.886460304260254,6.397153377532959,5.77182149887085,5.475562572479248
59,5.1067032472928986e-05,1.929305108205881e-05,0.00018456116958986968,8.893260383047163e-05,2.847338873834815e-05,4.3767900466918945,5.426604270935059,6.005035400390625,5.83404541015625
