,Const,Gęstość 1 + x*0.3,Gęstość 1 - x*0.3,Gęstość x,Gęstość -x
0,13.038687705993652,10.672935485839844,12.11502742767334,12.151333808898926,12.47175407409668
1,5.552728652954102,4.772436141967773,6.357497692108154,5.460208892822266,4.431909561157227
2,4.097141265869141,3.546506643295288,4.832064151763916,4.078132629394531,4.978172302246094
3,0.9206153750419617,1.3984540700912476,0.8007181286811829,5.420869827270508,6.368197441101074
4,0.00018412740610074252,4.3322015699232e-06,0.0003798974212259054,4.011422157287598,5.135902404785156
5,3.179380655637942e-05,6.679420039290562e-06,9.275428965338506e-06,4.680698394775391,4.070638656616211
6,3.0332216738315765e-07,0.00031038347515277565,9.670856525190175e-05,2.533747434616089,4.466897010803223
7,3.3593104831197707e-07,1.5541347238468006e-05,1.7686310229692026e-06,3.5342278480529785,3.3890254497528076
8,0.00022073915170039982,5.1951246859971434e-08,8.645884008728899e-09,2.1690311431884766,2.2384727001190186
9,1.117794727178989e-05,0.0003808181209024042,7.429658580804244e-05,1.7370003461837769,1.4837286472320557
10,1.4054205166758038e-05,3.8131133806018624e-07,9.262604726245627e-05,1.5528286695480347,1.0694679021835327
11,0.0015092722605913877,0.0003511585236992687,5.955781671218574e-05,0.3605133295059204,0.5941008925437927
12,0.001223788014613092,4.758033355756197e-06,0.00012482549936976284,0.33538445830345154,0.7044241428375244
13,1.9499821064528078e-06,0.0002852898614946753,4.7953792090993375e-05,0.1583539992570877,0.220260888338089
14,3.93767641071463e-06,2.052479612757452e-05,1.5115702808543574e-05,0.0653843805193901,0.05322932079434395
15,0.0004338854050729424,6.809394108131528e-05,1.5305391571018845e-05,0.0016747408080846071,0.0006477748975157738
16,1.202397106681019e-05,1.2588791378220776e-06,5.3710562497144565e-05,8.956327656051144e-05,6.5445478867331985e-06
17,0.00016760225116740912,9.33360934141092e-06,3.915943125321064e-08,5.4968917538644746e-05,9.05456818145467e-06
18,7.906830433057621e-06,1.927001721924171e-05,5.130242425366305e-05,1.1301040103717241e-07,2.8873118935734965e-06
19,2.1991809262544848e-08,7.366907084360719e-11,8.184878242900595e-05,1.0692317118810024e-05,9.284144653065596e-08
20,8.712072485650424e-08,7.716256732237525e-06,1.941892332979478e-05,9.476303830524557e-07,5.936293746344745e-05
21,1.9586479993449757e-08,1.3437241932479083e-06,0.00023234343098010868,1.1271599760220852e-06,2.1949404072074685e-06
22,0.0004331904056016356,6.756045422662282e-06,0.00013132764433976263,3.449491941864835e-06,3.144523361697793e-07
23,4.7180955675685254e-07,0.00010486408427823335,8.300450645037927e-06,0.00019892642740160227,5.494952347362414e-06
24,4.537102358881384e-05,4.61045783595182e-06,1.474353666708339e-05,4.167068254901096e-06,0.0002910694165620953
25,4.361224273452535e-05,5.061483534518629e-07,2.0516154108918272e-05,2.7737774871638976e-05,1.6460620827274397e-05
26,2.934248186647892e-07,1.336742479907116e-05,5.241842518444173e-05,3.470769297564402e-05,2.6722607799456455e-05
27,7.294643728528172e-05,1.0664269211702049e-05,8.788347258814611e-07,6.205067620612681e-06,1.850946864578873e-05
28,0.00015425488527398556,6.35082528788189e-08,2.1235086023807526e-05,3.7654965581168653e-06,0.00013897124154027551
29,9.705588308861479e-05,1.7489965102868155e-05,2.3501856958318967e-06,0.000141915341373533,6.124560513853794e-06
30,7.4627314461395144e-06,1.9653271010611206e-06,0.00010480549099156633,6.161394412629306e-05,7.878912811065675e-07
31,0.0001346102071693167,8.502235004925751e-08,6.587312327610562e-06,0.0004948157002218068,4.276926972579531e-07
32,3.662691597128287e-05,5.543121460505063e-06,0.0004434528818819672,9.316136129200459e-06,8.478220365759626e-07
33,4.393086783238687e-09,5.3870635383646e-06,0.000131163775222376,8.710666406841483e-06,9.597374628356192e-07
34,0.00010891629062825814,3.168634793837555e-05,1.6771613445598632e-05,2.2356985937221907e-05,3.1855165616434533e-06
35,7.103724328771932e-06,2.2653319319942966e-05,9.344933641841635e-05,3.973773345933296e-07,3.2513846690562787e-06
36,4.2113810195587575e-05,1.4508291314996313e-05,2.90333446173463e-09,4.45715068053687e-06,3.978283712058328e-05
